servicetime,time,numworkers,streamsize
9.17083,28,64,500
8.0875,33,64,500
7.50417,38,64,500
7.12917,43,64,500
6.86806,48,64,500
6.67639,53,64,500
6.49457,59,64,500
6.34874,64,64,500
6.22908,69,64,500
6.12908,74,64,500
6.04423,79,64,500
5.97131,84,64,500
5.90797,89,64,500
5.85241,94,64,500
5.80329,99,64,500
5.75954,104,64,500
5.73223,109,64,500
5.70824,114,64,500
5.68707,119,64,500
5.66832,124,64,500
5.63975,130,64,500
5.61352,135,64,500
5.58937,140,64,500
5.56705,145,64,500
5.54636,150,64,500
5.52713,155,64,500
5.50921,160,64,500
5.49247,165,64,500
5.48437,170,64,500
5.47701,175,64,500
5.47033,180,64,500
5.46426,185,64,500
5.45115,191,64,500
5.43877,196,64,500
5.42705,201,64,500
5.41594,206,64,500
5.40539,211,64,500
5.39536,216,64,500
5.38582,221,64,500
5.38241,226,64,500
5.3793,231,64,500
5.37645,236,64,500
5.37385,241,64,500
5.3658,247,64,500
5.35809,252,64,500
5.3507,257,64,500
5.34361,262,64,500
5.3368,267,64,500
5.33497,272,64,500
5.3333,277,64,500
5.33179,282,64,500
5.33041,287,64,500
5.32446,293,64,500
5.24112,298,64,500
5.1593,303,64,500
5.07895,308,64,500
5,313,64,500
5,318,64,500
5,323,64,500
5,328,64,500
5,333,64,500
5,339,64,500
5,344,64,500
5.02273,349,64,500
5.04356,354,64,500
5.06279,359,64,500
5.08065,364,64,500
5.07459,369,64,500
5.06938,374,64,500
5.06485,379,64,500
5.06089,384,64,500
5.05738,389,64,500
5.05425,395,64,500
5.05145,400,64,500
5.06029,405,64,500
5.06887,410,64,500
5.0772,415,64,500
5.0853,420,64,500
5.0818,425,64,500
5.07858,430,64,500
5.07561,435,64,500
5.07285,440,64,500
5.07028,446,64,500
5.06789,451,64,500
5.06566,456,64,500
5.07115,461,64,500
5.07654,466,64,500
5.08184,471,64,500
5.08705,476,64,500
5.08459,481,64,500
5.08227,486,64,500
5.08007,491,64,500
5.07799,496,64,500
5.07601,502,64,500
5.07413,507,64,500
5.07234,512,64,500
5.12177,521,64,500
5.17015,526,64,500
5.21751,531,64,500
5.2639,536,64,500
5.25821,545,64,500
5.25277,550,64,500
5.24755,555,64,500
5.24255,560,64,500
5.23774,565,64,500
5.23312,570,64,500
5.22868,576,64,500
5.2244,581,64,500
5.22028,586,64,500
5.2163,591,64,500
5.21678,596,64,500
5.16224,601,64,500
5.10867,606,64,500
5.05603,611,64,500
5,616,64,500
5,621,64,500
5,626,64,500
5,631,64,500
5,636,64,500
5,642,64,500
5,647,64,500
5.02273,652,64,500
5.04356,657,64,500
5.06279,662,64,500
5.08065,667,64,500
5.07459,672,64,500
5.06938,677,64,500
5.06485,682,64,500
5.06089,687,64,500
5.05738,692,64,500
5.05425,698,64,500
5.05145,703,64,500
5.06029,708,64,500
5.06887,713,64,500
5.0772,718,64,500
5.0853,723,64,500
5.0818,728,64,500
5.07858,733,64,500
5.07561,738,64,500
5.07285,743,64,500
5.07028,748,64,500
5.06789,754,64,500
5.06566,759,64,500
5.06357,764,64,500
5.06161,769,64,500
5.06691,774,64,500
5.07212,779,64,500
5.07724,784,64,500
5.08227,789,64,500
5.08007,794,64,500
5.07799,799,64,500
5.07601,804,64,500
5.07413,809,64,500
5.07234,814,64,500
5.07064,820,64,500
5.06901,825,64,500
5.06746,830,64,500
5.07129,835,64,500
5.07508,840,64,500
5.07882,845,64,500
5.08252,850,64,500
5.08085,855,64,500
5.07925,860,64,500
5.07771,865,64,500
5.07623,870,64,500
5.0748,875,64,500
5.07343,880,64,500
5.0721,886,64,500
5.07082,891,64,500
5.07383,896,64,500
5.05597,901,64,500
5.03843,906,64,500
5.02119,911,64,500
5,916,64,500
5,921,64,500
5,926,64,500
5,931,64,500
5,937,64,500
5,942,64,500
5,947,64,500
5,952,64,500
5,957,64,500
5.01923,962,64,500
5.03709,967,64,500
5.05375,972,64,500
5.06938,977,64,500
5.06485,982,64,500
5.06089,987,64,500
5.05738,992,64,500
5.05425,998,64,500
5.05145,1003,64,500
5.04893,1008,64,500
5.04664,1013,64,500
5.0133,1016,64,500
4.9714,1020,64,500
4.89273,1024,64,500
4.80778,1028,64,500
4.72148,1030,64,500
4.63941,1033,64,500
4.56505,1035,64,500
4.50202,1039,64,500
4.47636,1042,64,500
4.46721,1046,64,500
4.49123,1050,64,500
4.51404,1055,64,500
4.53574,1060,64,500
4.54885,1065,64,500
4.56123,1070,64,500
4.57295,1075,64,500
