throughput,time,numworkers,streamsize
0.03125,32,2,500
0.0625,32,2,500
0.046875,64,2,500
0.0625,64,2,500
0.0520833,96,2,500
0.0625,96,2,500
0.0546875,128,2,500
0.0625,128,2,500
0.05625,160,2,500
0.0625,160,2,500
0.0572917,192,2,500
0.0625,192,2,500
0.0580357,224,2,500
0.0625,224,2,500
0.0585938,256,2,500
0.0625,256,2,500
0.0590278,288,2,500
0.0625,288,2,500
0.059375,320,2,500
0.0625,320,2,500
0.0596591,352,2,500
0.0625,352,2,500
0.0598958,384,2,500
0.0625,384,2,500
0.0600962,416,2,500
0.0625,416,2,500
0.0602679,448,2,500
0.0625,448,2,500
0.0604167,480,2,500
0.0625,480,2,500
0.0605469,512,2,500
0.0625,512,2,500
0.0606618,544,2,500
0.0625,544,2,500
0.0607639,576,2,500
0.0625,576,2,500
0.0608553,608,2,500
0.0625,608,2,500
0.0609375,640,2,500
0.0625,640,2,500
0.0610119,672,2,500
0.0624071,673,2,500
0.0610795,704,2,500
0.0625,704,2,500
0.0611413,736,2,500
0.0624152,737,2,500
0.0611979,768,2,500
0.0625,768,2,500
0.06125,800,2,500
0.062422,801,2,500
0.0612981,832,2,500
0.062425,833,2,500
0.0613426,864,2,500
0.0624277,865,2,500
0.0613839,896,2,500
0.0624303,897,2,500
0.0614224,928,2,500
0.0624327,929,2,500
0.0614583,960,2,500
0.062435,961,2,500
0.0614919,992,2,500
0.0624371,993,2,500
0.0615234,1024,2,500
0.062439,1025,2,500
0.061553,1056,2,500
0.0624409,1057,2,500
0.0615809,1088,2,500
0.0624426,1089,2,500
0.0616071,1120,2,500
0.0624442,1121,2,500
0.0616319,1152,2,500
0.0624458,1153,2,500
0.0616554,1184,2,500
0.0624473,1185,2,500
0.0616776,1216,2,500
0.0624486,1217,2,500
0.0616987,1248,2,500
0.06245,1249,2,500
0.0617188,1280,2,500
0.0624512,1281,2,500
0.0617378,1312,2,500
0.0624524,1313,2,500
0.061756,1344,2,500
0.0624535,1345,2,500
0.0617733,1376,2,500
