throughput,time
0.43782,21
0.451153,23
0.459557,25
0.465405,27
0.469734,29
0.473078,31
0.472052,34
0.470792,36
0.469388,38
0.4679,40
0.466366,42
0.468503,44
0.470382,46
0.472049,48
0.473537,50
0.474874,52
0.476082,54
0.475222,57
0.47434,59
0.473442,61
0.472532,63
0.471617,65
0.472655,67
0.473619,69
0.474518,71
0.475357,73
0.474738,76
0.474108,78
0.473471,80
0.472827,82
0.472179,84
0.472933,86
0.473648,88
0.474325,90
0.474969,92
0.475581,94
0.475091,97
0.474596,99
0.474098,101
0.473597,103
0.473093,105
0.473661,107
0.474205,109
0.474727,111
0.475228,113
0.47571,115
0.476173,117
0.476619,119
0.477049,121
0.477463,123
0.477862,125
0.477449,128
0.477036,130
0.476622,132
0.476208,134
0.475794,136
0.476178,138
0.476551,140
0.476912,142
0.477262,144
0.477602,146
0.477932,148
0.478252,150
0.478563,152
0.478865,154
0.479159,156
0.478809,159
0.478459,161
0.478109,163
0.47776,165
0.477412,167
0.4777,169
0.47798,171
0.478254,173
0.478521,175
0.478782,177
0.479036,179
0.479284,181
0.479527,183
0.479763,185
0.479995,187
0.479693,190
0.479391,192
0.47909,194
0.47879,196
0.47849,198
0.478719,200
0.476066,208
0.470752,216
0.46297,224
0.452895,232
0.440683,240
0.429349,248
0.418803,256
0.408965,264
0.399766,272
0.391146,280
0.38305,288
0.375434,296
0.368255,304
0.361305,312
0.353863,320
0.345844,328
0.337622,336
0.328676,344
0.31911,352
0.309746,360
0.300381,368
0.291048,376
0.281715,384
0.272381,392
0.263017,400
0.253652,408
0.243802,416
0.233944,424
0.224611,432
0.215115,440
0.205625,448
0.196143,456
0.186778,464
0.176883,472
0.166981,480
0.157164,488
0.147831,496
0.139386,504
0.132948,512
0.128517,520
0.126,528
0.125,536
0.125,544
0.125,552
0.125,560
0.125,568
0.125,576
0.125,584
0.125,592
0.125,600
0.125,608
0.125,616
0.125,624
0.125,632
0.125,640
0.125,648
0.125,656
0.125,664
0.125,672
0.125,680
0.125,688
0.125,696
0.125,704
0.125,712
0.125,720
0.125,728
0.125,736
0.125,744
0.125,752
0.125,760
0.125,768
0.125,776
0.125,784
0.125,792
0.125,800
0.125,808
0.125,816
0.125,824
0.125,832
0.125,840
0.125,848
0.125,856
0.125,864
0.125,872
0.125,880
0.125,888
0.125,896
0.125,904
0.125,912
0.125,920
0.125,928
0.125,936
0.125,944
0.125,952
0.125,960
0.125,968
0.125,976
0.125,984
0.125,992
0.125,1000
0.125,1008
0.125,1016
0.125,1024
0.125,1032
0.125,1040
0.125,1048
0.125,1056
0.125,1064
0.125,1072
0.125,1080
0.125,1088
0.125,1096
0.125,1104
0.125,1112
0.125,1120
0.125,1128
0.125,1136
0.125,1144
0.125,1152
0.125,1160
0.125,1168
0.125,1176
0.125,1184
0.125,1192
0.125,1200
0.125,1208
0.125,1216
0.125,1224
0.125,1232
0.125,1240
0.125,1248
0.125,1256
0.125,1264
0.125,1272
0.125,1280
0.125,1288
0.125,1296
0.125,1304
0.125,1312
0.125,1320
0.125,1328
0.125,1336
0.125,1344
0.125,1352
0.125,1360
0.125,1368
0.125,1376
0.125,1384
0.124916,1393
0.124832,1401
0.124747,1409
0.124663,1417
0.124579,1425
0.124579,1433
0.124579,1441
0.124579,1449
0.124579,1457
0.124579,1465
0.124579,1473
0.124579,1481
0.124579,1489
0.124579,1497
0.124579,1505
0.124579,1513
0.124579,1521
0.124579,1529
0.124579,1537
0.124579,1545
0.124579,1553
0.124579,1561
0.124579,1569
0.124579,1577
0.124579,1585
0.124579,1593
0.124579,1601
0.124579,1609
0.124579,1617
0.124579,1625
0.124579,1633
0.124579,1641
0.124579,1649
0.124579,1657
0.124579,1665
0.124579,1673
0.124579,1681
0.124663,1689
0.124747,1697
0.124832,1705
0.124916,1713
0.125,1721
0.125,1729
0.125,1737
0.125,1745
0.125,1753
0.125,1761
