throughput,time
0.125,64
0.125,72
0.125,80
0.125,88
0.125,96
0.124719,105
0.124461,113
0.124223,121
0.124002,129
0.123795,137
0.123883,145
0.123958,153
0.124023,161
0.124081,169
0.124133,177
0.124178,185
0.12422,193
0.124257,201
0.124291,209
0.124322,217
0.12435,225
0.124376,233
0.12429,242
0.124206,250
0.124124,258
0.124043,266
0.123965,274
0.123998,282
0.124029,290
0.124058,298
0.124086,306
0.124112,314
0.124132,322
0.124147,330
0.124156,338
0.124161,346
0.124161,354
0.124161,362
0.124161,370
0.124078,379
0.123995,387
0.123912,395
0.123912,403
0.123912,411
0.123995,419
0.124078,427
0.124161,435
0.124161,443
0.124161,451
0.124161,459
0.124161,467
0.124161,475
0.124161,483
0.124161,491
0.124161,499
0.124078,508
0.123995,516
0.123912,524
0.123829,532
0.123829,540
0.123912,548
0.123995,556
0.124078,564
0.124161,572
0.124161,580
0.124161,588
0.124161,596
0.124161,604
0.124161,612
0.124161,620
0.124161,628
0.124161,636
0.124078,645
0.123995,653
0.123912,661
0.123829,669
0.123829,677
0.123912,685
0.123995,693
0.124078,701
0.124161,709
0.124161,717
0.124161,725
0.124161,733
0.124161,741
0.124161,749
0.124161,757
0.124161,765
0.124161,773
0.124078,782
0.123995,790
0.123912,798
0.123912,806
0.123912,814
0.123995,822
0.124078,830
0.124161,838
0.124161,846
0.124161,854
0.124161,862
0.124161,870
0.124161,878
0.124161,886
0.124161,894
0.124161,902
0.124161,910
0.124078,919
0.123995,927
0.123912,935
0.123912,943
0.123912,951
0.123995,959
0.124078,967
0.124161,975
0.124161,983
0.124161,991
0.124161,999
0.124161,1007
0.124161,1015
0.124161,1023
0.124161,1031
0.124161,1039
0.124161,1047
0.124078,1056
0.123995,1064
0.123912,1072
0.123912,1080
0.123912,1088
0.123995,1096
0.124078,1104
0.124161,1112
0.124161,1120
0.124161,1128
0.124161,1136
0.124161,1144
0.124161,1152
0.124161,1160
0.124161,1168
0.124161,1176
0.124078,1185
0.123995,1193
0.123912,1201
0.123829,1209
0.123829,1217
