throughput,time,numworkers,streamsize
0.0559896,64,2,500
0.0559896,64,2,500
0.0579427,96,2,500
0.0579427,96,2,500
0.0589844,128,2,500
0.0589844,128,2,500
0.0596354,160,2,500
0.0596354,160,2,500
0.0600818,192,2,500
0.0600818,192,2,500
0.0604074,224,2,500
0.0604074,224,2,500
0.0606554,256,2,500
0.0606554,256,2,500
0.0608507,288,2,500
0.0608507,288,2,500
0.0610085,320,2,500
0.0610085,320,2,500
0.0611387,352,2,500
0.0611387,352,2,500
0.061248,384,2,500
0.061248,384,2,500
0.061341,416,2,500
0.061341,416,2,500
0.0614211,448,2,500
0.0614211,448,2,500
0.0614909,480,2,500
0.0614909,480,2,500
0.0615522,512,2,500
0.0615522,512,2,500
0.0616064,544,2,500
0.0616064,544,2,500
0.0616548,576,2,500
0.0616548,576,2,500
0.0616982,608,2,500
0.0616982,608,2,500
0.0617374,640,2,500
0.0617141,640,2,500
0.0617496,672,2,500
0.0617496,672,2,500
0.061782,704,2,500
0.061784,705,2,500
0.0618136,736,2,500
0.0618136,736,2,500
0.0618408,768,2,500
0.0618425,769,2,500
0.0618675,800,2,500
0.0618488,800,2,500
0.0618719,832,2,500
0.0618733,833,2,500
0.0618948,864,2,500
0.0618961,865,2,500
0.0619161,896,2,500
0.0619173,897,2,500
0.0619359,928,2,500
0.0619371,929,2,500
0.0619545,960,2,500
0.0619556,961,2,500
0.0619718,992,2,500
0.0619729,993,2,500
0.0619881,1024,2,500
0.0619891,1025,2,500
0.0620035,1056,2,500
0.0620043,1057,2,500
0.0620179,1088,2,500
0.0620187,1089,2,500
0.0620315,1120,2,500
0.0620323,1121,2,500
0.0620443,1152,2,500
0.0620451,1153,2,500
0.0620565,1184,2,500
0.0620572,1185,2,500
0.0620681,1216,2,500
0.0620687,1217,2,500
0.062079,1248,2,500
0.0620797,1249,2,500
0.0620894,1280,2,500
0.06209,1281,2,500
0.0620993,1312,2,500
0.0620999,1313,2,500
0.0621088,1344,2,500
0.0621093,1345,2,500
0.0621178,1376,2,500
0.0621183,1377,2,500
0.0621264,1408,2,500
0.0621269,1409,2,500
0.0621346,1440,2,500
0.0621351,1441,2,500
0.0621425,1472,2,500
0.0621429,1473,2,500
0.06215,1504,2,500
0.0621505,1505,2,500
0.0621573,1536,2,500
0.0621577,1537,2,500
0.0621642,1568,2,500
0.0621646,1569,2,500
0.0624409,1586,2,500
0.0627137,1587,2,500
0.0632587,1604,2,500
0.0638025,1605,2,500
0.0643448,1608,2,500
0.0648859,1609,2,500
0.0654255,1612,2,500
0.0659639,1613,2,500
0.0665008,1616,2,500
0.0670366,1617,2,500
0.0675709,1620,2,500
0.068104,1621,2,500
0.0686356,1624,2,500
0.0691662,1625,2,500
0.0696952,1628,2,500
0.0702231,1629,2,500
0.0707495,1632,2,500
0.0712749,1633,2,500
0.0717987,1636,2,500
0.0723215,1637,2,500
0.0728428,1640,2,500
0.0733631,1641,2,500
0.0738818,1644,2,500
0.0743995,1645,2,500
0.0749158,1648,2,500
0.075431,1649,2,500
0.0759447,1652,2,500
0.0764574,1653,2,500
0.0769687,1656,2,500
0.077479,1657,2,500
0.0779877,1660,2,500
0.0784955,1661,2,500
0.0790019,1664,2,500
0.0795073,1665,2,500
0.0800112,1668,2,500
0.0805141,1669,2,500
0.0810156,1672,2,500
0.0815162,1673,2,500
0.0820153,1676,2,500
0.0825135,1677,2,500
0.0830102,1680,2,500
0.083506,1681,2,500
0.0840004,1684,2,500
0.0844939,1685,2,500
0.0849859,1688,2,500
0.085477,1689,2,500
0.0859667,1692,2,500
0.0864555,1693,2,500
0.0869429,1696,2,500
0.0874294,1697,2,500
0.0879146,1700,2,500
0.0883988,1701,2,500
0.0888816,1704,2,500
0.0893636,1705,2,500
0.0898441,1708,2,500
0.0903238,1709,2,500
0.0908022,1712,2,500
0.0912796,1713,2,500
0.0917557,1716,2,500
0.092231,1717,2,500
0.0927049,1720,2,500
0.0931779,1721,2,500
0.0936496,1724,2,500
0.0941204,1725,2,500
0.09459,1728,2,500
0.0950586,1729,2,500
0.095526,1732,2,500
0.0959925,1733,2,500
0.0964577,1736,2,500
0.096922,1737,2,500
0.0973851,1740,2,500
0.0978473,1741,2,500
0.0983083,1744,2,500
0.0987684,1745,2,500
0.0992272,1748,2,500
0.0996852,1749,2,500
0.100142,1752,2,500
0.100598,1753,2,500
0.101053,1756,2,500
0.101506,1757,2,500
0.101959,1760,2,500
0.102411,1761,2,500
0.102861,1764,2,500
0.103311,1765,2,500
0.10376,1768,2,500
0.104207,1769,2,500
0.104654,1772,2,500
0.105099,1773,2,500
0.105544,1776,2,500
0.105988,1777,2,500
0.10643,1780,2,500
0.106872,1781,2,500
0.107312,1784,2,500
0.107752,1785,2,500
