servicetime,time,numworkers,streamsize
5.21429,596,64,500
5.21053,601,64,500
5.22414,606,64,500
5,611,64,500
5,616,64,500
5,621,64,500
5,626,64,500
5,632,64,500
5,637,64,500
5,642,64,500
5,647,64,500
5,652,64,500
5,657,64,500
5.09091,662,64,500
5.08333,667,64,500
5.07692,672,64,500
5.07143,677,64,500
5.06667,682,64,500
5.0625,688,64,500
5.05882,693,64,500
5.05556,698,64,500
5.05263,703,64,500
5.05,708,64,500
5.04762,713,64,500
5.09091,718,64,500
5.08696,723,64,500
5.08333,728,64,500
5.08,733,64,500
5.07692,738,64,500
5.07407,744,64,500
5.07143,749,64,500
5.06897,754,64,500
5.06667,759,64,500
5.06452,764,64,500
5.0625,769,64,500
5.06061,774,64,500
5.05882,779,64,500
5.08571,784,64,500
5.08333,789,64,500
5.08108,794,64,500
5.07895,799,64,500
5.07692,804,64,500
5.075,810,64,500
5.07317,815,64,500
5.07143,820,64,500
5.06977,825,64,500
5.06818,830,64,500
5.06667,835,64,500
5.06522,840,64,500
5.08511,845,64,500
5.08333,850,64,500
5.08163,855,64,500
5.08,860,64,500
5.07843,865,64,500
5.07692,870,64,500
5.07547,876,64,500
5.07407,881,64,500
5.07273,886,64,500
5.07143,891,64,500
5.07018,896,64,500
5.06897,901,64,500
5.08475,906,64,500
5,911,64,500
5,916,64,500
5,921,64,500
5,927,64,500
5,932,64,500
5,937,64,500
5,942,64,500
5,947,64,500
5,952,64,500
5,957,64,500
5,962,64,500
5,967,64,500
5.07692,972,64,500
5.07143,977,64,500
5.06667,982,64,500
5.0625,988,64,500
5.05882,993,64,500
5.05556,998,64,500
5.05263,1003,64,500
5.05,1008,64,500
5.04762,1013,64,500
5.04545,1018,64,500
5.04348,1023,64,500
4.91667,1025,64,500
4.88,1028,64,500
4.73077,1030,64,500
4.7037,1033,64,500
4.57143,1035,64,500
4.55172,1038,64,500
4.43333,1040,64,500
4.45161,1045,64,500
4.46875,1050,64,500
4.51515,1055,64,500
4.52941,1060,64,500
4.54286,1065,64,500
4.55556,1071,64,500
4.56757,1076,64,500
4.57895,1081,64,500
4.58974,1086,64,500
4.6,1091,64,500
4.60976,1096,64,500
4.61905,1101,64,500
4.62791,1106,64,500
4.65909,1111,64,500
4.66667,1116,64,500
4.67391,1121,64,500
4.68085,1127,64,500
4.6875,1132,64,500
4.69388,1137,64,500
4.7,1142,64,500
4.70588,1147,64,500
4.71154,1152,64,500
4.73585,1157,64,500
4.74074,1162,64,500
4.74545,1167,64,500
4.75,1173,64,500
4.75439,1178,64,500
4.75862,1183,64,500
4.76271,1188,64,500
4.76667,1193,64,500
4.77049,1198,64,500
4.77419,1203,64,500
4.77778,1208,64,500
5,1213,64,500
5,1218,64,500
5,1223,64,500
5,1229,64,500
5,1234,64,500
5,1239,64,500
5,1244,64,500
5,1249,64,500
5.11111,1254,64,500
5.1,1259,64,500
5.09091,1264,64,500
5.08333,1269,64,500
5.07692,1274,64,500
5.07143,1280,64,500
5.06667,1285,64,500
5.0625,1290,64,500
5.05882,1295,64,500
5.05556,1300,64,500
5.10526,1305,64,500
5.1,1310,64,500
5.09524,1315,64,500
5.09091,1320,64,500
5.08696,1325,64,500
5.08333,1331,64,500
5.08,1336,64,500
5.07692,1341,64,500
5.07407,1346,64,500
5.07143,1351,64,500
5.10345,1356,64,500
5.1,1361,64,500
5.09677,1366,64,500
5.09375,1371,64,500
5.09091,1376,64,500
5.08824,1381,64,500
5.08571,1387,64,500
5.08333,1392,64,500
5.08108,1397,64,500
5.07895,1402,64,500
5.10256,1407,64,500
5.1,1412,64,500
5.09756,1417,64,500
5.09524,1422,64,500
5.09302,1427,64,500
5.09091,1432,64,500
5.08889,1438,64,500
5.08696,1443,64,500
5.08511,1448,64,500
5.08333,1453,64,500
5.08163,1458,64,500
5.08,1463,64,500
5.09804,1468,64,500
5.09615,1473,64,500
5.09434,1478,64,500
5.09259,1483,64,500
5.09091,1488,64,500
5.08929,1494,64,500
5.08772,1499,64,500
5.08621,1504,64,500
5.08475,1509,64,500
5,1514,64,500
5,1519,64,500
5,1524,64,500
5,1529,64,500
5.6,1537,64,500
5.5,1542,64,500
5.42857,1547,64,500
5.375,1553,64,500
5.33333,1558,64,500
5.3,1563,64,500
5.36364,1568,64,500
5.33333,1573,64,500
5.30769,1578,64,500
5.28571,1583,64,500
5.26667,1588,64,500
5.25,1593,64,500
5.23529,1598,64,500
5.22222,1604,64,500
5.21053,1609,64,500
5.2,1614,64,500
5.19048,1619,64,500
5.22727,1624,64,500
5.21739,1629,64,500
5.20833,1634,64,500
5.2,1639,64,500
5.19231,1644,64,500
5.18519,1649,64,500
5.17857,1654,64,500
5.17241,1660,64,500
5.16667,1665,64,500
5.16129,1670,64,500
5.15625,1675,64,500
5.18182,1680,64,500
5.17647,1685,64,500
5.17143,1690,64,500
5.16667,1695,64,500
5.16216,1700,64,500
5.15789,1705,64,500
5.15385,1711,64,500
5.15,1716,64,500
5.14634,1721,64,500
5.14286,1726,64,500
5.16279,1731,64,500
5.15909,1736,64,500
5.15556,1741,64,500
5.15217,1746,64,500
5.14894,1751,64,500
5.14583,1756,64,500
5.14286,1761,64,500
5.14,1767,64,500
5.13725,1772,64,500
5.13462,1777,64,500
5.15094,1782,64,500
5.14815,1787,64,500
5.14545,1792,64,500
5.14286,1797,64,500
5.14035,1802,64,500
5.13793,1807,64,500
5.13559,1812,64,500
5,1818,64,500
5,1823,64,500
5,1828,64,500
5,1833,64,500
5,1838,64,500
5,1843,64,500
5,1848,64,500
5,1853,64,500
5.11111,1858,64,500
5.1,1863,64,500
5.09091,1869,64,500
5.08333,1874,64,500
5.07692,1879,64,500
5.07143,1884,64,500
5.06667,1889,64,500
5.0625,1894,64,500
5.05882,1899,64,500
5.05556,1904,64,500
5.05263,1909,64,500
5.1,1914,64,500
5.09524,1920,64,500
5.09091,1925,64,500
5.08696,1930,64,500
5.08333,1935,64,500
5.08,1940,64,500
5.07692,1945,64,500
5.07407,1950,64,500
5.07143,1955,64,500
5.06897,1960,64,500
5.1,1965,64,500
5.09677,1971,64,500
5.09375,1976,64,500
5.09091,1981,64,500
5.08824,1986,64,500
5.08571,1991,64,500
5.08333,1996,64,500
5.08108,2001,64,500
5.07895,2006,64,500
5.07692,2011,64,500
5.1,2016,64,500
5.09756,2022,64,500
5.09524,2027,64,500
5.09302,2032,64,500
5.09091,2037,64,500
5.08889,2042,64,500
5.6087,2071,64,500
5.59574,2076,64,500
5.58333,2081,64,500
5.57143,2086,64,500
5.56,2091,64,500
5.54902,2096,64,500
5.53846,2101,64,500
5.5283,2106,64,500
5.53704,2111,64,500
5.52727,2117,64,500
5,2122,64,500
5,2127,64,500
5,2132,64,500
5,2137,64,500
5,2142,64,500
5,2147,64,500
5,2152,64,500
5,2157,64,500
5,2162,64,500
5,2167,64,500
5,2172,64,500
5,2177,64,500
5,2182,64,500
5,2187,64,500
5,2192,64,500
5.0625,2198,64,500
5.05882,2203,64,500
5.05556,2208,64,500
5.05263,2213,64,500
5.05,2218,64,500
5.04762,2223,64,500
5.04545,2228,64,500
5.04348,2233,64,500
5.04167,2238,64,500
5.04,2243,64,500
5.03846,2248,64,500
5.03704,2253,64,500
5.03571,2258,64,500
5.03448,2263,64,500
5.03333,2269,64,500
5.06452,2274,64,500
5.0625,2279,64,500
5.06061,2284,64,500
5.05882,2289,64,500
5.05714,2294,64,500
5.05556,2299,64,500
5.05405,2304,64,500
5.05263,2309,64,500
5.05128,2314,64,500
5.05,2319,64,500
5.04878,2324,64,500
5.04762,2329,64,500
5.04651,2334,64,500
5.04545,2339,64,500
5.04444,2345,64,500
5.06522,2350,64,500
5.06383,2355,64,500
5.0625,2360,64,500
5.06122,2365,64,500
5.06,2370,64,500
5.05882,2375,64,500
5.05769,2380,64,500
5.0566,2385,64,500
5.05556,2390,64,500
5.05455,2395,64,500
5.05357,2400,64,500
5.05263,2405,64,500
5.05172,2410,64,500
5.05085,2415,64,500
5.15,2426,64,500
0,2426,64,500
2.5,2431,64,500
3.33333,2436,64,500
3.75,2441,64,500
4,2446,64,500
4.16667,2451,64,500
4.28571,2456,64,500
4.375,2461,64,500
4.44444,2466,64,500
5,2476,64,500
4.54545,2476,64,500
4.58333,2481,64,500
4.61538,2486,64,500
4.64286,2491,64,500
4.66667,2497,64,500
4.75,2502,64,500
4.76471,2507,64,500
4.77778,2512,64,500
4.78947,2517,64,500
4.8,2522,64,500
4.80952,2527,64,500
4.81818,2532,64,500
4.82609,2537,64,500
4.83333,2542,64,500
4.84,2547,64,500
4.84615,2552,64,500
4.85185,2557,64,500
4.85714,2562,64,500
4.86207,2568,64,500
4.9,2573,64,500
