throughput,time,numworkers,streamsize
0.0555556,18,16,500
0.0869565,23,16,500
0.107143,28,16,500
0.121212,33,16,500
0.128205,39,16,500
0.136364,44,16,500
0.142857,49,16,500
0.148148,54,16,500
0.152542,59,16,500
0.15625,64,16,500
0.15942,69,16,500
0.162162,74,16,500
0.164557,79,16,500
0.166667,84,16,500
0.168539,89,16,500
0.170213,94,16,500
0.171717,99,16,500
0.171429,105,16,500
0.172727,110,16,500
0.173913,115,16,500
0.175,120,16,500
0.176,125,16,500
0.176923,130,16,500
0.177778,135,16,500
0.178571,140,16,500
0.17931,145,16,500
0.18,150,16,500
0.180645,155,16,500
0.180124,161,16,500
0.181818,165,16,500
0.181287,171,16,500
0.181818,176,16,500
0.18232,181,16,500
0.182796,186,16,500
0.183246,191,16,500
0.183673,196,16,500
0.18408,201,16,500
0.184466,206,16,500
0.184834,211,16,500
0.185185,216,16,500
0.18552,221,16,500
0.185022,227,16,500
0.185345,232,16,500
0.185654,237,16,500
0.18595,242,16,500
0.186235,247,16,500
0.186508,252,16,500
0.18677,257,16,500
0.187023,262,16,500
0.187266,267,16,500
0.1875,272,16,500
0.187726,277,16,500
0.187943,282,16,500
0.1875,288,16,500
0.187713,293,16,500
0.187919,298,16,500
0.188119,303,16,500
0.2,308,16,500
0.2,313,16,500
0.2,318,16,500
0.2,323,16,500
0.2,328,16,500
0.2,333,16,500
0.2,338,16,500
0.2,343,16,500
0.2,349,16,500
0.2,354,16,500
0.196429,359,16,500
0.196721,364,16,500
0.19697,369,16,500
0.197183,374,16,500
0.197368,379,16,500
0.197531,384,16,500
0.197674,389,16,500
0.197802,394,16,500
0.197917,399,16,500
0.19802,404,16,500
0.198113,410,16,500
0.198198,415,16,500
0.196581,420,16,500
0.196721,425,16,500
0.19685,430,16,500
0.19697,435,16,500
0.19708,440,16,500
0.197183,445,16,500
0.197279,450,16,500
0.197368,455,16,500
0.197452,460,16,500
0.197531,466,16,500
0.197605,471,16,500
0.197674,476,16,500
0.19774,481,16,500
0.197802,486,16,500
0.196809,491,16,500
0.196891,496,16,500
0.19697,501,16,500
0.197044,506,16,500
0.197115,511,16,500
0.197183,516,16,500
0.197248,521,16,500
0.190476,535,16,500
0.190678,540,16,500
0.190871,545,16,500
0.190283,550,16,500
0.190476,555,16,500
0.190661,560,16,500
0.19084,565,16,500
0.191011,570,16,500
0.191176,575,16,500
0.191336,580,16,500
0.191489,585,16,500
0.191638,591,16,500
0.191781,596,16,500
0.191919,601,16,500
0.192053,606,16,500
0.2,611,16,500
0.2,616,16,500
0.2,621,16,500
0.2,626,16,500
0.2,631,16,500
0.2,636,16,500
0.2,641,16,500
0.2,646,16,500
0.2,651,16,500
0.2,656,16,500
0.2,662,16,500
0.2,667,16,500
0.2,672,16,500
0.197183,677,16,500
0.197368,682,16,500
0.197531,687,16,500
0.197674,692,16,500
0.197802,697,16,500
0.197917,702,16,500
0.19802,707,16,500
0.198113,712,16,500
0.198198,717,16,500
0.198276,722,16,500
0.198347,727,16,500
0.198413,732,16,500
0.198473,738,16,500
0.198529,743,16,500
0.197183,748,16,500
0.197279,753,16,500
0.197368,758,16,500
0.197452,763,16,500
0.197531,768,16,500
0.197605,773,16,500
0.197674,778,16,500
0.19774,783,16,500
0.197802,788,16,500
0.197861,793,16,500
0.197917,799,16,500
0.19797,804,16,500
0.19802,809,16,500
0.197115,814,16,500
0.197183,819,16,500
0.197248,824,16,500
0.197309,829,16,500
0.197368,834,16,500
0.197425,839,16,500
