throughput,time
0.113978,69
0.113029,78
0.113664,86
0.113591,95
0.113591,104
0.11363,113
0.113907,121
0.113463,132
0.113079,141
0.112908,149
0.112605,159
0.112264,167
0.112351,176
0.112436,185
0.112478,193
0.112681,202
0.112729,211
0.112889,219
0.113153,227
0.113385,235
0.113712,243
0.114126,251
0.114511,259
0.11487,267
0.115205,275
0.115519,283
0.115813,291
0.116089,299
0.116349,307
0.116516,316
0.116707,324
0.116845,332
0.117093,340
0.117294,348
0.117609,356
0.117927,364
0.118325,372
0.118566,380
0.118887,388
0.119211,396
0.119482,404
0.119753,412
0.120024,420
0.120457,428
0.120892,436
0.121298,444
0.121708,453
0.122117,461
0.122367,469
0.122533,478
0.122616,487
0.122287,500
0.121878,510
0.121547,516
0.121054,526
0.120455,536
0.120103,545
0.119833,553
0.119239,563
0.118648,573
0.118169,582
0.117489,593
0.116498,605
0.115745,613
0.114998,623
0.114253,632
0.11379,640
0.113638,648
0.113268,657
0.113051,665
0.11291,673
0.112769,681
0.112628,689
0.112628,697
0.112628,705
0.112628,713
0.112628,721
0.112628,729
0.112551,738
0.112551,746
0.112551,754
0.112551,762
0.111944,779
0.111867,782
0.111715,795
0.112162,796
0.111934,812
0.112542,819
0.112849,827
0.113219,835
0.113065,843
0.113586,851
0.113509,867
0.113278,876
0.113294,883
0.112848,900
0.113002,901
0.111499,936
0.110672,936
0.10893,952
0.108252,952
0.105075,982
0.104399,985
0.10224,1003
0.101358,1003
0.100468,1003
0.102078,1004
0.101535,1032
0.10248,1032
0.103435,1032
0.104398,1032
0.105215,1035
0.108383,1035
0.111465,1036
0.114025,1042
0.115229,1058
0.116497,1060
0.117574,1071
0.117292,1088
0.117534,1088
0.118886,1091
0.119786,1099
0.119814,1112
0.119272,1135
0.118715,1135
0.11839,1135
0.118324,1139
0.118649,1147
0.12081,1157
0.122308,1165
0.123308,1172
0.123984,1179
0.12483,1194
0.126768,1205
0.128845,1211
0.129872,1228
0.131585,1228
0.132442,1244
0.132117,1247
0.132546,1260
0.134277,1263
0.134775,1276
