throughput,time
0.120652,65
0.121684,73
0.122299,81
0.122714,89
0.123015,97
0.123245,105
0.123426,113
0.123572,121
0.123693,129
0.123592,138
0.123488,146
0.123384,154
0.12328,162
0.123176,170
0.123277,178
0.123368,186
0.123449,194
0.123523,202
0.12359,210
0.123651,218
0.123707,226
0.123758,234
0.123806,242
0.123745,251
0.123684,259
0.123623,267
0.123563,275
0.123503,283
0.123549,291
0.123593,299
0.123634,307
0.123673,315
0.123703,323
0.123808,331
0.123905,339
0.123995,347
0.124078,355
0.124078,364
0.123995,372
0.123912,380
0.123829,388
0.123746,396
0.123746,404
0.123746,412
0.123746,420
0.123746,428
0.123829,436
0.123912,444
0.123995,452
0.124078,460
0.124161,468
0.124161,476
0.124078,485
0.123995,493
0.123912,501
0.123829,509
0.123746,517
0.12357,527
0.12357,533
0.123478,543
0.123396,551
0.123313,559
0.123407,567
0.123324,575
0.123333,583
0.123333,591
0.12324,600
0.123147,608
0.123053,616
0.12296,624
0.122867,632
0.122867,640
0.122867,648
0.122951,656
0.123044,664
0.123138,672
0.123231,680
0.123324,688
0.123333,696
0.123333,704
0.123333,712
0.12324,721
0.123147,729
0.123053,737
0.12296,745
0.122867,753
0.122867,761
0.122867,769
0.122951,777
0.123044,785
0.123138,793
0.123231,801
0.123324,809
0.123333,817
0.123499,825
0.123499,833
0.123664,841
0.123747,850
0.123829,858
0.123746,866
0.123829,874
0.123746,882
0.123746,890
0.123829,898
0.123912,906
0.123995,914
0.124078,922
0.124161,930
0.124161,938
0.124161,946
0.124161,954
0.124161,962
0.124161,970
0.124078,979
0.123995,987
0.123912,995
0.123829,1003
0.123746,1011
0.123829,1019
0.123912,1027
0.123995,1035
0.124078,1043
0.124161,1051
0.124161,1059
0.124161,1067
0.124078,1076
0.123995,1084
0.123912,1092
0.123829,1100
0.123746,1108
0.123746,1116
0.123746,1124
0.123746,1132
0.123746,1140
0.123746,1149
0.123746,1157
0.123746,1165
0.123746,1173
0.123746,1181
0.123746,1189
0.123746,1197
0.123746,1205
0.123663,1214
0.123581,1222
0.123498,1230
0.123416,1238
0.123333,1246
0.123333,1254
0.123333,1262
0.123333,1270
0.123416,1278
0.123416,1287
0.123416,1295
0.123416,1303
0.123416,1311
0.123333,1319
0.123333,1327
0.123333,1335
0.123333,1343
0.123333,1351
0.123333,1359
0.123333,1367
0.123416,1375
0.123498,1383
0.123581,1391
0.123663,1399
0.123663,1408
0.123581,1416
0.123498,1424
0.123416,1432
0.123333,1440
0.123416,1448
0.123498,1456
0.123581,1464
0.123663,1472
0.123746,1480
0.123746,1488
0.123746,1496
0.123746,1504
0.123829,1512
0.123912,1520
0.123912,1529
0.123912,1537
0.123912,1545
0.123829,1553
0.123746,1561
0.123746,1569
0.123746,1577
0.123829,1585
0.123912,1593
0.123995,1601
0.124078,1609
0.124161,1617
0.124161,1625
0.124161,1633
0.124161,1641
0.124161,1649
0.124078,1658
0.123995,1666
0.123912,1674
0.123829,1682
0.123746,1690
0.123746,1698
0.123829,1706
0.123912,1714
0.123995,1722
0.124078,1730
0.124161,1738
0.124161,1746
0.124161,1754
0.124078,1763
0.123995,1771
0.123912,1779
0.123829,1787
0.123746,1795
0.123746,1803
0.123746,1811
0.123746,1819
0.123829,1827
0.123912,1835
0.123995,1843
0.124078,1851
0.124161,1859
0.124078,1868
0.123995,1876
0.123912,1884
0.123829,1892
0.123746,1900
0.123746,1908
0.123746,1916
0.123746,1924
0.123746,1932
0.123746,1940
0.123746,1948
0.123829,1956
0.123912,1964
0.123995,1972
0.124078,1980
0.124161,1988
0.124078,1997
0.123995,2005
0.123912,2013
0.123829,2021
0.123746,2029
0.123746,2037
0.123746,2045
0.123746,2053
0.123829,2061
0.123912,2069
0.123995,2077
0.124078,2085
0.124161,2093
0.124161,2101
0.124161,2109
0.124161,2117
0.124161,2125
0.124161,2133
0.124161,2141
0.124161,2149
0.124832,2149
0.126174,2149
0.127517,2157
0.128947,2165
0.131051,2165
0.133157,2165
0.134592,2173
0.136027,2181
0.138047,2181
0.140067,2181
0.141414,2189
0.142761,2197
0.144781,2197
0.146801,2197
