time,numworkers,streamsize
753,4,5000
5898,4,5000
11022,4,5000
16134,4,5000
21278,4,5000
26379,4,5000
31489,4,5000
36593,4,5000
41699,4,5000
46805,4,5000
51907,4,5000
56971,4,5000
62088,4,5000
67190,4,5000
72306,4,5000
77409,4,5000
82516,4,5000
87620,4,5000
92725,4,5000
97828,4,5000
102932,4,5000
108034,4,5000
113102,4,5000
118205,4,5000
123309,4,5000
128427,4,5000
133529,4,5000
138593,4,5000
143654,4,5000
148714,4,5000
153829,4,5000
158891,4,5000
163952,4,5000
169014,4,5000
174077,4,5000
179178,4,5000
184295,4,5000
189391,4,5000
194512,4,5000
199620,4,5000
204737,4,5000
209841,4,5000
214946,4,5000
220075,4,5000
225125,4,5000
230229,4,5000
235335,4,5000
240443,4,5000
245546,4,5000
250658,4,5000
255721,4,5000
260825,4,5000
265930,4,5000
271036,4,5000
276157,4,5000
281233,4,5000
286351,4,5000
291468,4,5000
296588,4,5000
301692,4,5000
306796,4,5000
311900,4,5000
317004,4,5000
322111,4,5000
327214,4,5000
332322,4,5000
337432,4,5000
342549,4,5000
347650,4,5000
352751,4,5000
357814,4,5000
362875,4,5000
367944,4,5000
373045,4,5000
378106,4,5000
383166,4,5000
388227,4,5000
393315,4,5000
398376,4,5000
403439,4,5000
408499,4,5000
413604,4,5000
418679,4,5000
423739,4,5000
428799,4,5000
433914,4,5000
438975,4,5000
444035,4,5000
449063,4,5000
454186,4,5000
459247,4,5000
464308,4,5000
469368,4,5000
474471,4,5000
479532,4,5000
484594,4,5000
489654,4,5000
494758,4,5000
499819,4,5000
504879,4,5000
509939,4,5000
515045,4,5000
520107,4,5000
525167,4,5000
530226,4,5000
535334,4,5000
540396,4,5000
545456,4,5000
550516,4,5000
555616,4,5000
560678,4,5000
565739,4,5000
570798,4,5000
575897,4,5000
580958,4,5000
586019,4,5000
591088,4,5000
596199,4,5000
601262,4,5000
606324,4,5000
611347,4,5000
616445,4,5000
621507,4,5000
626568,4,5000
631627,4,5000
636729,4,5000
641791,4,5000
646852,4,5000
651912,4,5000
657020,4,5000
662082,4,5000
667143,4,5000
672203,4,5000
677265,4,5000
682329,4,5000
687390,4,5000
692449,4,5000
697552,4,5000
702614,4,5000
707674,4,5000
712733,4,5000
717854,4,5000
722916,4,5000
727976,4,5000
733035,4,5000
738137,4,5000
743198,4,5000
748258,4,5000
753331,4,5000
758433,4,5000
763513,4,5000
768573,4,5000
773645,4,5000
778710,4,5000
783772,4,5000
788870,4,5000
793932,4,5000
798992,4,5000
804052,4,5000
809121,4,5000
814183,4,5000
819242,4,5000
824303,4,5000
829400,4,5000
834461,4,5000
839522,4,5000
844582,4,5000
849679,4,5000
854741,4,5000
859801,4,5000
864861,4,5000
869963,4,5000
875025,4,5000
880572,4,5000
885638,4,5000
890702,4,5000
895772,4,5000
900848,4,5000
905916,4,5000
911020,4,5000
916082,4,5000
921154,4,5000
926215,4,5000
931331,4,5000
936395,4,5000
941459,4,5000
946520,4,5000
951618,4,5000
956680,4,5000
961740,4,5000
966800,4,5000
971899,4,5000
976961,4,5000
982022,4,5000
987082,4,5000
992180,4,5000
997241,4,5000
1002302,4,5000
1007362,4,5000
1012468,4,5000
1017529,4,5000
1022589,4,5000
1027649,4,5000
1032747,4,5000
1037809,4,5000
1042869,4,5000
1047930,4,5000
1053027,4,5000
1058089,4,5000
1063149,4,5000
1068209,4,5000
1073271,4,5000
1078333,4,5000
1083393,4,5000
1088453,4,5000
1093551,4,5000
1098612,4,5000
1103673,4,5000
1108733,4,5000
1113831,4,5000
1118893,4,5000
1123953,4,5000
1129013,4,5000
1134111,4,5000
1139173,4,5000
1144234,4,5000
1149293,4,5000
1154391,4,5000
1159453,4,5000
1164514,4,5000
1169574,4,5000
1174673,4,5000
1179734,4,5000
1184795,4,5000
1189879,4,5000
1194994,4,5000
1200065,4,5000
1205128,4,5000
1210189,4,5000
1215287,4,5000
1220349,4,5000
1225410,4,5000
1230469,4,5000
1235567,4,5000
1240629,4,5000
1245690,4,5000
1250751,4,5000
1255849,4,5000
1260911,4,5000
1265972,4,5000
1271033,4,5000
1276134,4,5000
1281195,4,5000
1286256,4,5000
1291316,4,5000
1296414,4,5000
1301476,4,5000
1306545,4,5000
1311605,4,5000
1316703,4,5000
1321765,4,5000
1326825,4,5000
1331885,4,5000
1336983,4,5000
1342044,4,5000
1347105,4,5000
1352165,4,5000
1357227,4,5000
1362290,4,5000
1367351,4,5000
1372411,4,5000
1377506,4,5000
1382568,4,5000
1387628,4,5000
1392690,4,5000
1397788,4,5000
1402850,4,5000
1407910,4,5000
1412971,4,5000
1418070,4,5000
1423131,4,5000
1428194,4,5000
1433254,4,5000
1438356,4,5000
1443418,4,5000
1448478,4,5000
1453538,4,5000
1458636,4,5000
1463697,4,5000
1468758,4,5000
1473819,4,5000
1478917,4,5000
1483979,4,5000
1489039,4,5000
1494099,4,5000
1499198,4,5000
1504260,4,5000
1509320,4,5000
1514382,4,5000
1519480,4,5000
1524542,4,5000
1529602,4,5000
1534664,4,5000
1539762,4,5000
1544824,4,5000
1549884,4,5000
1554946,4,5000
1560049,4,5000
1565064,4,5000
1570124,4,5000
1575186,4,5000
1580287,4,5000
1585348,4,5000
1590408,4,5000
1595471,4,5000
1600569,4,5000
1605630,4,5000
1610691,4,5000
1615753,4,5000
1620853,4,5000
1625914,4,5000
1630975,4,5000
1636037,4,5000
1641106,4,5000
1646169,4,5000
1651229,4,5000
1656291,4,5000
1661382,4,5000
1666445,4,5000
1671505,4,5000
1676568,4,5000
1681666,4,5000
1686730,4,5000
1691791,4,5000
1696853,4,5000
1701953,4,5000
1707015,4,5000
1712075,4,5000
1717136,4,5000
1722240,4,5000
1727302,4,5000
1732362,4,5000
1737424,4,5000
1742524,4,5000
1747586,4,5000
1752646,4,5000
1757708,4,5000
1762806,4,5000
1767868,4,5000
1772928,4,5000
1777990,4,5000
1783088,4,5000
1788155,4,5000
1793222,4,5000
1798285,4,5000
1803345,4,5000
1808443,4,5000
1813505,4,5000
1818565,4,5000
1823624,4,5000
1828687,4,5000
1833747,4,5000
1838809,4,5000
1843907,4,5000
1848969,4,5000
1854029,4,5000
1859092,4,5000
1864190,4,5000
1869251,4,5000
1874313,4,5000
1879375,4,5000
1884473,4,5000
1889537,4,5000
1894598,4,5000
1899660,4,5000
1904758,4,5000
1909819,4,5000
1914880,4,5000
1919942,4,5000
1925041,4,5000
1930102,4,5000
1935162,4,5000
1940224,4,5000
1945316,4,5000
1950377,4,5000
1955438,4,5000
1960500,4,5000
1965601,4,5000
1970663,4,5000
1975724,4,5000
1980786,4,5000
1985884,4,5000
1990946,4,5000
1996006,4,5000
2001066,4,5000
2006163,4,5000
2011225,4,5000
2016287,4,5000
2021349,4,5000
2026447,4,5000
2031508,4,5000
2036569,4,5000
2041630,4,5000
2046728,4,5000
2051789,4,5000
2056852,4,5000
2061913,4,5000
2067015,4,5000
2072076,4,5000
2077137,4,5000
2082198,4,5000
2087297,4,5000
2092358,4,5000
2097418,4,5000
2102479,4,5000
2107581,4,5000
2112642,4,5000
2117702,4,5000
2122764,4,5000
2127862,4,5000
2132923,4,5000
2137983,4,5000
2143045,4,5000
2148143,4,5000
2153203,4,5000
2158252,4,5000
2163313,4,5000
2168382,4,5000
2173444,4,5000
2178508,4,5000
2183569,4,5000
2188672,4,5000
2193732,4,5000
2198794,4,5000
2203854,4,5000
2208957,4,5000
2214017,4,5000
2219079,4,5000
2224139,4,5000
2229201,4,5000
2234262,4,5000
2239323,4,5000
2244384,4,5000
2249492,4,5000
2254553,4,5000
2259615,4,5000
2264676,4,5000
2269780,4,5000
2274841,4,5000
2279903,4,5000
2284963,4,5000
2290065,4,5000
2295125,4,5000
2300187,4,5000
2305247,4,5000
2310348,4,5000
2315409,4,5000
2320471,4,5000
2325531,4,5000
2330634,4,5000
2335697,4,5000
2340759,4,5000
2345819,4,5000
2350922,4,5000
2355985,4,5000
2361047,4,5000
2366108,4,5000
2371173,4,5000
2376234,4,5000
2381311,4,5000
2386374,4,5000
2391448,4,5000
2396517,4,5000
2401624,4,5000
2406688,4,5000
2411749,4,5000
2416809,4,5000
2421915,4,5000
2426977,4,5000
2432039,4,5000
2437063,4,5000
2442165,4,5000
2447226,4,5000
2452287,4,5000
2457347,4,5000
2462447,4,5000
2467508,4,5000
2472569,4,5000
2477630,4,5000
2482735,4,5000
2487796,4,5000
2492857,4,5000
2497917,4,5000
2503018,4,5000
2508080,4,5000
2513140,4,5000
2518204,4,5000
2523304,4,5000
2528366,4,5000
2533426,4,5000
2538487,4,5000
2543587,4,5000
2548648,4,5000
2553708,4,5000
2558769,4,5000
2563869,4,5000
2568930,4,5000
2573991,4,5000
2579052,4,5000
2584160,4,5000
2589221,4,5000
2594283,4,5000
2599343,4,5000
2604456,4,5000
2609517,4,5000
2614578,4,5000
2619638,4,5000
2624738,4,5000
2629800,4,5000
2634860,4,5000
2639923,4,5000
2645023,4,5000
2650085,4,5000
2655145,4,5000
2660208,4,5000
2665270,4,5000
2670332,4,5000
2675393,4,5000
2680454,4,5000
2685555,4,5000
2690617,4,5000
2695677,4,5000
2700737,4,5000
2705837,4,5000
2710899,4,5000
2715959,4,5000
2721019,4,5000
2726125,4,5000
2731187,4,5000
2736248,4,5000
2741308,4,5000
2746408,4,5000
2751470,4,5000
2756530,4,5000
2761590,4,5000
2766691,4,5000
2771752,4,5000
2776813,4,5000
2781873,4,5000
2786973,4,5000
2792035,4,5000
2797064,4,5000
2802124,4,5000
2807227,4,5000
2812289,4,5000
2817349,4,5000
2822409,4,5000
2827499,4,5000
2832561,4,5000
2837622,4,5000
2842682,4,5000
2847782,4,5000
2852843,4,5000
2857942,4,5000
2863005,4,5000
2868066,4,5000
2873126,4,5000
2878226,4,5000
2883325,4,5000
2888427,4,5000
2893528,4,5000
2898631,4,5000
2903731,4,5000
2908851,4,5000
2913957,4,5000
2919062,4,5000
2924127,4,5000
2929201,4,5000
2934261,4,5000
2939367,4,5000
2944430,4,5000
2949491,4,5000
2954552,4,5000
2959651,4,5000
2964713,4,5000
2969774,4,5000
2974834,4,5000
2979935,4,5000
2984997,4,5000
2990080,4,5000
2995145,4,5000
3000247,4,5000
3005308,4,5000
3010369,4,5000
3015429,4,5000
3020532,4,5000
3025593,4,5000
3030653,4,5000
3035713,4,5000
3040820,4,5000
3045881,4,5000
3050940,4,5000
3056000,4,5000
3061076,4,5000
3066137,4,5000
3071198,4,5000
3076258,4,5000
3081355,4,5000
3086416,4,5000
3091478,4,5000
3096538,4,5000
3101637,4,5000
3106699,4,5000
3111761,4,5000
3116821,4,5000
3121919,4,5000
3126980,4,5000
3132042,4,5000
3137064,4,5000
3142171,4,5000
3147232,4,5000
3152311,4,5000
3157374,4,5000
3162433,4,5000
3167496,4,5000
3172557,4,5000
3177617,4,5000
3182715,4,5000
3187775,4,5000
3192835,4,5000
3197895,4,5000
3202983,4,5000
3208045,4,5000
3213063,4,5000
3218124,4,5000
3223191,4,5000
3228252,4,5000
3233312,4,5000
3238410,4,5000
3243473,4,5000
3248534,4,5000
3253594,4,5000
3258692,4,5000
3263753,4,5000
3268814,4,5000
3273874,4,5000
3278973,4,5000
3284034,4,5000
3289063,4,5000
3294123,4,5000
3299221,4,5000
3304282,4,5000
3309342,4,5000
3314403,4,5000
3319501,4,5000
3324562,4,5000
3329622,4,5000
3334682,4,5000
3339785,4,5000
3344847,4,5000
3349907,4,5000
3354967,4,5000
3360065,4,5000
3365126,4,5000
3370187,4,5000
3375247,4,5000
3380352,4,5000
3385414,4,5000
3390474,4,5000
3395534,4,5000
3400632,4,5000
3405693,4,5000
3410753,4,5000
3415814,4,5000
3420912,4,5000
3425973,4,5000
3431033,4,5000
3436094,4,5000
3441156,4,5000
3446217,4,5000
3451278,4,5000
3456338,4,5000
3461436,4,5000
3466497,4,5000
3471557,4,5000
3476618,4,5000
3481717,4,5000
3486778,4,5000
3491838,4,5000
3496898,4,5000
3501999,4,5000
3507059,4,5000
3512120,4,5000
3517180,4,5000
3522277,4,5000
3527343,4,5000
3532405,4,5000
3537465,4,5000
3542525,4,5000
3547622,4,5000
3552683,4,5000
3557743,4,5000
3562803,4,5000
3567907,4,5000
3572969,4,5000
3578029,4,5000
3583089,4,5000
3588190,4,5000
3593256,4,5000
3598318,4,5000
3603378,4,5000
3608484,4,5000
3613546,4,5000
3618606,4,5000
