throughput,time,numworkers,streamsize
0.0555556,18,64,500
0.0869565,23,64,500
0.107143,28,64,500
0.121212,33,64,500
0.131579,38,64,500
0.139535,43,64,500
0.142857,49,64,500
0.148148,54,64,500
0.152542,59,64,500
0.15625,64,64,500
0.15942,69,64,500
0.162162,74,64,500
0.164557,79,64,500
0.166667,84,64,500
0.168539,89,64,500
0.170213,94,64,500
0.171717,99,64,500
0.173077,104,64,500
0.174312,109,64,500
0.175439,114,64,500
0.175,120,64,500
0.176,125,64,500
0.176923,130,64,500
0.177778,135,64,500
0.178571,140,64,500
0.17931,145,64,500
0.18,150,64,500
0.180645,155,64,500
0.18125,160,64,500
0.181818,165,64,500
0.182353,170,64,500
0.182857,175,64,500
0.18232,181,64,500
0.182796,186,64,500
0.183246,191,64,500
0.183673,196,64,500
0.18408,201,64,500
0.184466,206,64,500
0.184834,211,64,500
0.185185,216,64,500
0.18552,221,64,500
0.185841,226,64,500
0.186147,231,64,500
0.185654,237,64,500
0.18595,242,64,500
0.186235,247,64,500
0.186508,252,64,500
0.18677,257,64,500
0.187023,262,64,500
0.187266,267,64,500
0.1875,272,64,500
0.187726,277,64,500
0.187279,283,64,500
0.1875,288,64,500
0.187713,293,64,500
0.187919,298,64,500
0.188119,303,64,500
0.2,308,64,500
0.2,313,64,500
0.2,318,64,500
0.2,323,64,500
0.2,329,64,500
0.2,334,64,500
0.2,339,64,500
0.2,344,64,500
0.2,349,64,500
0.2,354,64,500
0.196429,359,64,500
0.196721,364,64,500
0.19697,369,64,500
0.197183,374,64,500
0.197368,379,64,500
0.197531,385,64,500
0.197674,390,64,500
0.197802,395,64,500
0.197917,400,64,500
0.19802,405,64,500
0.198113,410,64,500
0.196429,415,64,500
0.196581,420,64,500
0.196721,425,64,500
0.19685,430,64,500
0.19697,436,64,500
0.19708,441,64,500
0.197183,446,64,500
0.197279,451,64,500
0.197368,456,64,500
0.197452,461,64,500
0.197531,466,64,500
0.196429,471,64,500
0.196532,476,64,500
0.196629,481,64,500
0.196721,486,64,500
0.196809,492,64,500
0.196891,497,64,500
0.19697,502,64,500
0.197044,507,64,500
0.197115,512,64,500
0.197183,517,64,500
0.197248,522,64,500
0.189655,535,64,500
0.189873,540,64,500
0.190083,545,64,500
0.190283,550,64,500
0.190476,555,64,500
0.190661,560,64,500
0.19084,566,64,500
0.191011,571,64,500
0.191176,576,64,500
0.191336,581,64,500
0.191489,586,64,500
0.191638,591,64,500
0.191781,596,64,500
0.191919,601,64,500
0.191419,606,64,500
0.2,611,64,500
0.2,616,64,500
0.2,621,64,500
0.2,626,64,500
0.2,632,64,500
0.2,637,64,500
0.2,642,64,500
0.2,647,64,500
0.2,652,64,500
0.2,657,64,500
0.196429,662,64,500
0.196721,667,64,500
0.19697,672,64,500
0.197183,677,64,500
0.197368,682,64,500
0.197531,688,64,500
0.197674,693,64,500
0.197802,698,64,500
0.197917,703,64,500
0.19802,708,64,500
0.198113,713,64,500
0.196429,718,64,500
0.196581,723,64,500
0.196721,728,64,500
0.19685,733,64,500
0.19697,738,64,500
0.19708,744,64,500
0.197183,749,64,500
0.197279,754,64,500
0.197368,759,64,500
0.197452,764,64,500
0.197531,769,64,500
0.197605,774,64,500
0.197674,779,64,500
0.196629,784,64,500
0.196721,789,64,500
0.196809,794,64,500
0.196891,799,64,500
0.19697,804,64,500
0.197044,810,64,500
0.197115,815,64,500
0.197183,820,64,500
0.197248,825,64,500
0.197309,830,64,500
0.197368,835,64,500
0.197425,840,64,500
0.196653,845,64,500
0.196721,850,64,500
0.196787,855,64,500
0.19685,860,64,500
0.196911,865,64,500
0.19697,870,64,500
0.197026,876,64,500
0.19708,881,64,500
0.197133,886,64,500
0.197183,891,64,500
0.197232,896,64,500
0.197279,901,64,500
0.196667,906,64,500
0.2,911,64,500
0.2,916,64,500
0.2,921,64,500
0.2,927,64,500
0.2,932,64,500
0.2,937,64,500
0.2,942,64,500
0.2,947,64,500
0.2,952,64,500
0.2,957,64,500
0.2,962,64,500
0.2,967,64,500
0.19697,972,64,500
0.197183,977,64,500
0.197368,982,64,500
0.197531,988,64,500
0.197674,993,64,500
0.197802,998,64,500
0.197917,1003,64,500
0.19802,1008,64,500
0.198113,1013,64,500
0.198198,1018,64,500
0.198276,1023,64,500
0.20339,1025,64,500
0.204918,1028,64,500
0.211382,1030,64,500
0.212598,1033,64,500
0.21875,1035,64,500
0.219697,1038,64,500
0.225564,1040,64,500
0.224638,1045,64,500
0.223776,1050,64,500
0.221477,1055,64,500
0.220779,1060,64,500
0.220126,1065,64,500
0.219512,1071,64,500
0.218935,1076,64,500
0.218391,1081,64,500
0.217877,1086,64,500
0.217391,1091,64,500
0.216931,1096,64,500
0.216495,1101,64,500
0.21608,1106,64,500
0.214634,1111,64,500
0.214286,1116,64,500
0.213953,1121,64,500
0.213636,1127,64,500
0.213333,1132,64,500
0.213043,1137,64,500
0.212766,1142,64,500
0.2125,1147,64,500
0.212245,1152,64,500
0.211155,1157,64,500
0.210938,1162,64,500
0.210728,1167,64,500
0.210526,1173,64,500
0.210332,1178,64,500
0.210145,1183,64,500
0.209964,1188,64,500
0.20979,1193,64,500
0.209622,1198,64,500
0.209459,1203,64,500
0.209302,1208,64,500
0.2,1213,64,500
0.2,1218,64,500
0.2,1223,64,500
0.2,1229,64,500
0.2,1234,64,500
0.2,1239,64,500
0.2,1244,64,500
0.2,1249,64,500
0.195652,1254,64,500
0.196078,1259,64,500
0.196429,1264,64,500
0.196721,1269,64,500
0.19697,1274,64,500
0.197183,1280,64,500
0.197368,1285,64,500
0.197531,1290,64,500
0.197674,1295,64,500
0.197802,1300,64,500
0.195876,1305,64,500
0.196078,1310,64,500
0.196262,1315,64,500
0.196429,1320,64,500
0.196581,1325,64,500
0.196721,1331,64,500
0.19685,1336,64,500
0.19697,1341,64,500
0.19708,1346,64,500
0.197183,1351,64,500
0.195946,1356,64,500
0.196078,1361,64,500
0.196203,1366,64,500
0.196319,1371,64,500
0.196429,1376,64,500
0.196532,1381,64,500
0.196629,1387,64,500
0.196721,1392,64,500
0.196809,1397,64,500
0.196891,1402,64,500
0.19598,1407,64,500
0.196078,1412,64,500
0.196172,1417,64,500
0.196262,1422,64,500
0.196347,1427,64,500
0.196429,1432,64,500
0.196507,1438,64,500
0.196581,1443,64,500
0.196653,1448,64,500
0.196721,1453,64,500
0.196787,1458,64,500
0.19685,1463,64,500
0.196154,1468,64,500
0.196226,1473,64,500
0.196296,1478,64,500
0.196364,1483,64,500
0.196429,1488,64,500
0.196491,1494,64,500
0.196552,1499,64,500
0.19661,1504,64,500
0.196667,1509,64,500
0.2,1514,64,500
0.2,1519,64,500
0.2,1524,64,500
0.2,1529,64,500
0.178571,1537,64,500
0.181818,1542,64,500
0.184211,1547,64,500
0.186047,1553,64,500
0.1875,1558,64,500
0.188679,1563,64,500
0.186441,1568,64,500
0.1875,1573,64,500
0.188406,1578,64,500
0.189189,1583,64,500
0.189873,1588,64,500
0.190476,1593,64,500
0.191011,1598,64,500
0.191489,1604,64,500
0.191919,1609,64,500
0.192308,1614,64,500
0.192661,1619,64,500
0.191304,1624,64,500
0.191667,1629,64,500
0.192,1634,64,500
0.192308,1639,64,500
0.192593,1644,64,500
0.192857,1649,64,500
0.193103,1654,64,500
0.193333,1660,64,500
0.193548,1665,64,500
0.19375,1670,64,500
0.193939,1675,64,500
0.192982,1680,64,500
0.193182,1685,64,500
