time,numworkers,streamsize
13186,14,500
13250,14,500
13315,14,500
13379,14,500
13443,14,500
13508,14,500
13572,14,500
13636,14,500
13701,14,500
13765,14,500
13829,14,500
13894,14,500
13958,14,500
14022,14,500
14087,14,500
14151,14,500
14215,14,500
14280,14,500
14344,14,500
14408,14,500
14473,14,500
14537,14,500
14601,14,500
14666,14,500
14730,14,500
14794,14,500
14859,14,500
14923,14,500
14987,14,500
15052,14,500
15116,14,500
15180,14,500
15245,14,500
15309,14,500
15373,14,500
15438,14,500
15502,14,500
15566,14,500
15631,14,500
15695,14,500
15759,14,500
15824,14,500
15888,14,500
