time,numworkers,streamsize
95234,2,500
95836,2,500
96440,2,500
97063,2,500
97679,2,500
98295,2,500
98895,2,500
99495,2,500
100096,2,500
100695,2,500
101319,2,500
101919,2,500
102519,2,500
103119,2,500
103718,2,500
104331,2,500
104934,2,500
105496,2,500
106100,2,500
106699,2,500
107299,2,500
107899,2,500
108499,2,500
109116,2,500
109711,2,500
110328,2,500
110928,2,500
111488,2,500
112090,2,500
112689,2,500
113289,2,500
113889,2,500
114504,2,500
115104,2,500
115704,2,500
116318,2,500
116921,2,500
117497,2,500
118097,2,500
118698,2,500
119311,2,500
119913,2,500
120513,2,500
121116,2,500
121709,2,500
122311,2,500
122924,2,500
123544,2,500
124161,2,500
124763,2,500
125363,2,500
125977,2,500
126578,2,500
127179,2,500
127779,2,500
128392,2,500
128999,2,500
129574,2,500
130198,2,500
130802,2,500
131444,2,500
132045,2,500
132646,2,500
133246,2,500
133845,2,500
134449,2,500
135049,2,500
135669,2,500
136270,2,500
136874,2,500
137450,2,500
138066,2,500
138666,2,500
139231,2,500
139832,2,500
140435,2,500
141037,2,500
141599,2,500
142200,2,500
142800,2,500
143417,2,500
144020,2,500
144624,2,500
145237,2,500
145837,2,500
146437,2,500
147037,2,500
147637,2,500
148238,2,500
148838,2,500
149433,2,500
150068,2,500
150668,2,500
151281,2,500
151895,2,500
152495,2,500
153094,2,500
153686,2,500
154286,2,500
154886,2,500
155491,2,500
156094,2,500
156694,2,500
157294,2,500
157899,2,500
158499,2,500
159112,2,500
159711,2,500
160311,2,500
160934,2,500
161496,2,500
162095,2,500
162695,2,500
163308,2,500
163908,2,500
164533,2,500
165133,2,500
165733,2,500
166335,2,500
166949,2,500
167550,2,500
168150,2,500
168750,2,500
169350,2,500
169951,2,500
170551,2,500
171154,2,500
171756,2,500
172372,2,500
172972,2,500
173542,2,500
174146,2,500
174753,2,500
175353,2,500
175952,2,500
176566,2,500
177167,2,500
177758,2,500
178346,2,500
178910,2,500
179524,2,500
180100,2,500
180701,2,500
181263,2,500
181822,2,500
182382,2,500
182940,2,500
183546,2,500
184145,2,500
184747,2,500
185360,2,500
185962,2,500
186563,2,500
187166,2,500
187783,2,500
188384,2,500
188947,2,500
189522,2,500
190098,2,500
190718,2,500
191280,2,500
191895,2,500
192485,2,500
193046,2,500
193651,2,500
194254,2,500
194867,2,500
195463,2,500
196077,2,500
196640,2,500
197239,2,500
197813,2,500
198370,2,500
198943,2,500
199502,2,500
200102,2,500
200703,2,500
201319,2,500
201920,2,500
202521,2,500
203124,2,500
203724,2,500
204287,2,500
204887,2,500
205455,2,500
206071,2,500
206685,2,500
207286,2,500
207886,2,500
208489,2,500
209089,2,500
209697,2,500
210297,2,500
210859,2,500
211460,2,500
212023,2,500
212623,2,500
213183,2,500
213785,2,500
214386,2,500
214999,2,500
215601,2,500
216201,2,500
216801,2,500
217430,2,500
218031,2,500
218594,2,500
219194,2,500
219756,2,500
220356,2,500
220932,2,500
221495,2,500
222057,2,500
222615,2,500
223190,2,500
223748,2,500
224305,2,500
224864,2,500
225443,2,500
226058,2,500
226658,2,500
227261,2,500
227861,2,500
228421,2,500
228979,2,500
229538,2,500
230143,2,500
230759,2,500
231363,2,500
231977,2,500
232579,2,500
233179,2,500
233739,2,500
234339,2,500
234901,2,500
235508,2,500
236072,2,500
236672,2,500
237285,2,500
237888,2,500
238490,2,500
239092,2,500
239693,2,500
240257,2,500
240878,2,500
241395,2,500
241995,2,500
242571,2,500
243185,2,500
243748,2,500
244361,2,500
244962,2,500
245538,2,500
246144,2,500
246743,2,500
247343,2,500
247927,2,500
248542,2,500
249105,2,500
249696,2,500
250258,2,500
250861,2,500
251425,2,500
252025,2,500
252626,2,500
253226,2,500
253816,2,500
254416,2,500
255016,2,500
255593,2,500
256231,2,500
256847,2,500
257448,2,500
258047,2,500
258661,2,500
259261,2,500
259863,2,500
260463,2,500
261066,2,500
261657,2,500
262283,2,500
262873,2,500
263473,2,500
264072,2,500
264672,2,500
265286,2,500
265887,2,500
266486,2,500
267086,2,500
267686,2,500
268292,2,500
268912,2,500
269450,2,500
270060,2,500
270661,2,500
271278,2,500
271878,2,500
272479,2,500
273079,2,500
273671,2,500
274271,2,500
274884,2,500
275505,2,500
276118,2,500
276720,2,500
277326,2,500
277926,2,500
278532,2,500
279132,2,500
279733,2,500
280333,2,500
280933,2,500
281495,2,500
282096,2,500
282714,2,500
283331,2,500
283935,2,500
284535,2,500
285135,2,500
285736,2,500
286336,2,500
286937,2,500
287537,2,500
288136,2,500
288736,2,500
289336,2,500
289961,2,500
290561,2,500
291174,2,500
291776,2,500
292376,2,500
292976,2,500
293544,2,500
294158,2,500
294758,2,500
295358,2,500
295971,2,500
296591,2,500
297193,2,500
297783,2,500
298382,2,500
298997,2,500
299603,2,500
300216,2,500
