time,numworkers,streamsize
19,2,500
680,2,500
1337,2,500
1990,2,500
2639,2,500
3290,2,500
3928,2,500
4565,2,500
5202,2,500
5823,2,500
6428,2,500
7047,2,500
7657,2,500
8268,2,500
8876,2,500
9521,2,500
10158,2,500
10768,2,500
11370,2,500
11970,2,500
12574,2,500
13172,2,500
13764,2,500
14365,2,500
14966,2,500
15564,2,500
16169,2,500
16773,2,500
17401,2,500
18010,2,500
18617,2,500
19224,2,500
19832,2,500
20457,2,500
21070,2,500
21632,2,500
22241,2,500
22869,2,500
23478,2,500
24089,2,500
24698,2,500
25305,2,500
25956,2,500
26563,2,500
27217,2,500
27839,2,500
28452,2,500
29071,2,500
29667,2,500
30286,2,500
30891,2,500
31491,2,500
32095,2,500
32713,2,500
33319,2,500
33953,2,500
34554,2,500
35153,2,500
35715,2,500
36305,2,500
36924,2,500
37484,2,500
38092,2,500
38701,2,500
39327,2,500
39954,2,500
40560,2,500
41165,2,500
41770,2,500
42374,2,500
42981,2,500
43590,2,500
44194,2,500
44806,2,500
45453,2,500
46060,2,500
46679,2,500
47284,2,500
47887,2,500
48492,2,500
49099,2,500
49715,2,500
50293,2,500
50909,2,500
51480,2,500
52047,2,500
52615,2,500
53215,2,500
53776,2,500
54391,2,500
54992,2,500
55607,2,500
56210,2,500
56813,2,500
57458,2,500
58072,2,500
58686,2,500
59287,2,500
59904,2,500
60505,2,500
61118,2,500
61711,2,500
62312,2,500
62913,2,500
63518,2,500
64123,2,500
64727,2,500
65331,2,500
65936,2,500
66573,2,500
67183,2,500
67787,2,500
68392,2,500
69012,2,500
69574,2,500
70213,2,500
70819,2,500
71439,2,500
72045,2,500
72662,2,500
73280,2,500
73884,2,500
74488,2,500
75093,2,500
75720,2,500
76321,2,500
76944,2,500
77506,2,500
78121,2,500
78728,2,500
79347,2,500
79952,2,500
80557,2,500
81161,2,500
81767,2,500
82370,2,500
82974,2,500
83590,2,500
84197,2,500
84801,2,500
85440,2,500
86060,2,500
86664,2,500
87283,2,500
87907,2,500
88515,2,500
89135,2,500
89739,2,500
90341,2,500
90959,2,500
91563,2,500
92167,2,500
92785,2,500
93411,2,500
94013,2,500
94630,2,500
