throughput,time
0.5,20
0.5,22
0.5,24
0.5,26
0.495238,29
0.49089,31
0.48689,33
0.483187,35
0.479738,37
0.481274,39
0.482592,41
0.483735,43
0.484736,45
0.48562,47
0.486407,49
0.487111,51
0.485621,54
0.484157,56
0.482721,58
0.481314,60
0.479936,62
0.480712,64
0.48143,66
0.482097,68
0.482717,70
0.483296,72
0.483837,74
0.484344,76
0.484821,78
0.485269,80
0.484394,83
0.483528,85
0.482672,87
0.481825,89
0.480988,91
0.481459,93
0.481907,95
0.482333,97
0.48274,99
0.483129,101
0.483501,103
0.483856,105
0.483227,108
0.482602,110
0.481982,112
0.481366,114
0.480755,116
0.481119,118
0.481469,120
0.481806,122
0.482131,124
0.482445,126
0.482748,128
0.483041,130
0.483324,132
0.482835,135
0.482349,137
0.481866,139
0.481385,141
0.480907,143
0.481194,145
0.481473,147
0.481744,149
0.482007,151
0.482262,153
0.482511,155
0.482108,158
0.481706,160
0.481307,162
0.480909,164
0.480513,166
0.480763,168
0.481007,170
0.481244,172
0.481476,174
0.481702,176
0.481922,178
0.482138,180
0.482348,182
0.482553,184
0.482754,186
0.48295,188
0.482613,191
0.482278,193
0.481944,195
0.481611,197
0.481279,199
0.478572,207
0.473177,215
0.465292,223
0.455094,231
0.442742,239
0.431283,247
0.420624,255
0.403936,287
0.381383,319
0.3514,351
0.314058,383
0.268679,415
0.222328,447
0.174167,479
0.128951,511
0.0910411,543
0.0625085,575
0.0434252,607
0.034985,607
0.0338401,607
0.0347222,639
0.0368056,639
0.0395833,639
0.0416667,671
0.04375,671
0.0465278,671
0.0486111,703
0.0506944,703
0.0534722,703
0.0555556,735
0.0576389,735
0.0604167,735
0.0625,767
0.0645833,767
0.0673611,767
0.0694444,799
0.0715278,799
0.0743056,799
0.0770833,799
0.0791667,831
0.0819444,831
0.0847222,831
0.0875,831
0.0895833,863
0.0923611,863
0.0951389,863
0.0979167,863
0.1,895
0.102778,895
0.105556,895
0.108333,895
0.109028,927
0.110417,927
0.111806,927
0.113194,927
0.1125,959
0.113889,959
0.115278,959
0.116667,959
0.115972,991
0.117361,991
0.11875,991
0.120139,991
0.119444,1023
0.120833,1023
0.122222,1023
0.123611,1023
0.122917,1055
0.124306,1055
0.125694,1055
0.127083,1055
0.126389,1087
0.127778,1087
0.129167,1087
0.130556,1087
0.129167,1119
0.129861,1119
0.130556,1119
0.13125,1119
0.129167,1151
0.129861,1151
0.130556,1151
0.13125,1151
0.129167,1183
0.129861,1183
0.130556,1183
0.13125,1183
0.129167,1215
0.129861,1215
0.130556,1215
0.13125,1215
0.129167,1247
0.129861,1247
0.130556,1247
0.13125,1247
0.129167,1279
0.129861,1279
0.130556,1279
0.13125,1279
0.129167,1311
0.129861,1311
0.130556,1311
0.13125,1311
0.129167,1343
0.129861,1343
0.130556,1343
0.13125,1343
0.129881,1367
0.13131,1367
0.132758,1367
0.134226,1367
0.133613,1391
0.135105,1391
0.136618,1391
0.138151,1391
0.137321,1415
0.138553,1415
0.139726,1415
0.140839,1415
0.13994,1439
0.141385,1439
0.142849,1439
0.144332,1439
0.143849,1463
0.145357,1463
0.146885,1463
0.148433,1463
0.147983,1487
0.149559,1487
0.151155,1487
0.152773,1487
0.151789,1511
0.152782,1511
0.153716,1511
0.154591,1511
0.153529,1535
0.155049,1535
0.156588,1535
0.158146,1535
0.157817,1559
0.159405,1559
0.161012,1559
0.160685,1583
0.160399,1583
0.162059,1583
0.160997,1607
0.159897,1607
0.160711,1607
0.159609,1631
0.158465,1631
0.160023,1631
0.158821,1655
0.157639,1655
0.158333,1655
0.15625,1679
0.154167,1679
0.154861,1679
0.152778,1703
0.150694,1703
0.151389,1703
0.149306,1727
0.147222,1727
0.147917,1727
0.145833,1751
0.14375,1751
0.144444,1751
0.142361,1775
0.140278,1775
0.140972,1775
0.138889,1799
0.136806,1799
0.1375,1799
0.135417,1823
0.133333,1823
0.134028,1823
0.131944,1847
0.129861,1847
0.130556,1847
0.129167,1871
0.127778,1871
0.129167,1871
0.128472,1895
0.127778,1895
0.129167,1895
0.128472,1919
0.127778,1919
0.129167,1919
0.128472,1943
0.127778,1943
0.129167,1943
0.128472,1967
0.127778,1967
0.129167,1967
0.128472,1991
0.127778,1991
0.129167,1991
0.128472,2015
0.127778,2015
0.129167,2015
0.128472,2039
0.127778,2039
0.129167,2039
0.128472,2063
0.127778,2063
0.129167,2063
0.129824,2071
0.129863,2079
0.131252,2087
0.132641,2087
0.13403,2087
0.135381,2095
0.137331,2095
0.139996,2095
0.142199,2103
0.144421,2103
0.147432,2103
0.14961,2111
0.151806,2111
0.154464,2111
0.156221,2119
0.157939,2119
0.160492,2119
0.162813,2127
0.165154,2127
0.168398,2127
0.170687,2135
0.172996,2135
0.175536,2135
0.177061,2143
0.178547,2143
0.180987,2143
