time,numworkers,streamsize
36063,500,300
41329,500,300
46802,500,300
52066,500,300
57153,500,300
62356,500,300
67685,500,300
72815,500,300
78151,500,300
83260,500,300
88606,500,300
93944,500,300
99271,500,300
104493,500,300
109823,500,300
115149,500,300
120216,500,300
125547,500,300
130748,500,300
136084,500,300
141431,500,300
146510,500,300
151836,500,300
156940,500,300
162233,500,300
167525,500,300
172634,500,300
177924,500,300
182989,500,300
188355,500,300
193824,500,300
199071,500,300
204471,500,300
209955,500,300
215226,500,300
220576,500,300
225835,500,300
231204,500,300
236508,500,300
241570,500,300
246950,500,300
252351,500,300
257467,500,300
262852,500,300
268266,500,300
273346,500,300
278712,500,300
284066,500,300
289479,500,300
294714,500,300
300096,500,300
305159,500,300
310523,500,300
316008,500,300
321137,500,300
326497,500,300
331637,500,300
337030,500,300
342399,500,300
347651,500,300
353020,500,300
358363,500,300
363701,500,300
369014,500,300
374374,500,300
379740,500,300
384852,500,300
390217,500,300
395575,500,300
400860,500,300
406225,500,300
411542,500,300
416890,500,300
422252,500,300
427498,500,300
432901,500,300
438268,500,300
443407,500,300
448760,500,300
454100,500,300
459439,500,300
464806,500,300
470195,500,300
475430,500,300
480811,500,300
486054,500,300
491431,500,300
496568,500,300
501933,500,300
507290,500,300
512546,500,300
517912,500,300
523234,500,300
528556,500,300
533921,500,300
539250,500,300
544535,500,300
549902,500,300
555191,500,300
560526,500,300
565892,500,300
571180,500,300
576551,500,300
581930,500,300
587166,500,300
592549,500,300
597919,500,300
602980,500,300
608363,500,300
613722,500,300
618845,500,300
624204,500,300
629265,500,300
634610,500,300
639985,500,300
645139,500,300
650518,500,300
655677,500,300
661066,500,300
666426,500,300
671649,500,300
677035,500,300
682382,500,300
687748,500,300
693201,500,300
698422,500,300
703786,500,300
708927,500,300
714314,500,300
719618,500,300
724967,500,300
730335,500,300
735591,500,300
740988,500,300
746342,500,300
751549,500,300
756935,500,300
762119,500,300
767506,500,300
772855,500,300
778091,500,300
783456,500,300
788533,500,300
793619,500,300
798742,500,300
804133,500,300
809208,500,300
814600,500,300
820010,500,300
825157,500,300
830511,500,300
835760,500,300
841148,500,300
846251,500,300
851615,500,300
856680,500,300
861996,500,300
867351,500,300
872528,500,300
877653,500,300
882786,500,300
888102,500,300
893149,500,300
898493,500,300
903788,500,300
909153,500,300
914344,500,300
919706,500,300
924942,500,300
930000,500,300
935235,500,300
940603,500,300
946068,500,300
951304,500,300
956647,500,300
961948,500,300
967344,500,300
972548,500,300
977630,500,300
982768,500,300
987948,500,300
993029,500,300
998211,500,300
1003390,500,300
1008574,500,300
1013751,500,300
1018949,500,300
1024130,500,300
1029296,500,300
1034459,500,300
1039639,500,300
1044817,500,300
1050001,500,300
1055143,500,300
1060322,500,300
1065490,500,300
1070672,500,300
1075844,500,300
1080990,500,300
1086094,500,300
1091276,500,300
1096462,500,300
1101646,500,300
1106807,500,300
1111988,500,300
1117075,500,300
1122251,500,300
1127402,500,300
1132570,500,300
1137743,500,300
1142913,500,300
1148100,500,300
1153217,500,300
1158403,500,300
1163607,500,300
1168773,500,300
1174030,500,300
1179168,500,300
1184551,500,300
1189785,500,300
1195148,500,300
1200256,500,300
1205636,500,300
1211185,500,300
1216332,500,300
1221689,500,300
1226851,500,300
1232234,500,300
1237693,500,300
1242784,500,300
1247887,500,300
1252964,500,300
1258052,500,300
1263134,500,300
1268308,500,300
1273449,500,300
1278612,500,300
1283795,500,300
1289019,500,300
1294244,500,300
1299314,500,300
1304587,500,300
1310023,500,300
1315349,500,300
1320718,500,300
1325980,500,300
1331352,500,300
1336548,500,300
1341935,500,300
1347329,500,300
1352556,500,300
1357922,500,300
1363298,500,300
1368547,500,300
1373909,500,300
1379178,500,300
1384618,500,300
1389910,500,300
1395269,500,300
1400518,500,300
1405888,500,300
1411280,500,300
1416551,500,300
1421909,500,300
1427270,500,300
1432571,500,300
1437938,500,300
1443374,500,300
1448579,500,300
1453661,500,300
1458812,500,300
1464022,500,300
1469088,500,300
1474189,500,300
1479343,500,300
1484697,500,300
1490214,500,300
1495444,500,300
1500810,500,300
1506218,500,300
1511432,500,300
1516807,500,300
1522050,500,300
1527447,500,300
1532694,500,300
1538061,500,300
1543435,500,300
1548673,500,300
1554082,500,300
1559363,500,300
1564900,500,300
1570035,500,300
1575404,500,300
1580874,500,300
1586138,500,300
1591503,500,300
1596640,500,300
1602003,500,300
1607366,500,300
1612589,500,300
