time,numworkers,streamsize
706,4,500
708,4,500
710,4,500
712,4,500
714,4,500
716,4,500
718,4,500
721,4,500
723,4,500
725,4,500
727,4,500
729,4,500
731,4,500
733,4,500
735,4,500
737,4,500
739,4,500
741,4,500
743,4,500
745,4,500
747,4,500
749,4,500
751,4,500
753,4,500
756,4,500
758,4,500
760,4,500
762,4,500
764,4,500
766,4,500
768,4,500
770,4,500
772,4,500
774,4,500
776,4,500
778,4,500
780,4,500
782,4,500
784,4,500
786,4,500
788,4,500
791,4,500
793,4,500
795,4,500
797,4,500
799,4,500
801,4,500
803,4,500
805,4,500
807,4,500
809,4,500
811,4,500
813,4,500
815,4,500
817,4,500
819,4,500
821,4,500
824,4,500
826,4,500
828,4,500
830,4,500
832,4,500
834,4,500
836,4,500
838,4,500
840,4,500
842,4,500
844,4,500
846,4,500
848,4,500
850,4,500
852,4,500
854,4,500
856,4,500
859,4,500
861,4,500
863,4,500
865,4,500
867,4,500
869,4,500
871,4,500
873,4,500
875,4,500
877,4,500
879,4,500
881,4,500
883,4,500
885,4,500
887,4,500
889,4,500
891,4,500
894,4,500
896,4,500
898,4,500
900,4,500
902,4,500
904,4,500
906,4,500
908,4,500
910,4,500
912,4,500
914,4,500
916,4,500
918,4,500
920,4,500
922,4,500
924,4,500
926,4,500
929,4,500
931,4,500
933,4,500
935,4,500
937,4,500
939,4,500
941,4,500
943,4,500
945,4,500
947,4,500
949,4,500
951,4,500
953,4,500
955,4,500
957,4,500
959,4,500
961,4,500
964,4,500
966,4,500
968,4,500
970,4,500
972,4,500
974,4,500
976,4,500
978,4,500
980,4,500
982,4,500
984,4,500
986,4,500
988,4,500
990,4,500
992,4,500
994,4,500
996,4,500
999,4,500
1001,4,500
1003,4,500
1005,4,500
1007,4,500
1009,4,500
1011,4,500
1013,4,500
1015,4,500
1017,4,500
1019,4,500
1021,4,500
1023,4,500
1025,4,500
1027,4,500
1029,4,500
1031,4,500
1034,4,500
1036,4,500
1038,4,500
