time,numworkers,streamsize
2246,64,500
7376,64,500
12491,64,500
17632,64,500
22758,64,500
27872,64,500
32977,64,500
38095,64,500
43160,64,500
48223,64,500
53283,64,500
58385,64,500
63449,64,500
68512,64,500
73617,64,500
78680,64,500
83783,64,500
88847,64,500
93908,64,500
98925,64,500
104027,64,500
109089,64,500
114150,64,500
119209,64,500
124310,64,500
129372,64,500
134436,64,500
139497,64,500
144612,64,500
149676,64,500
154736,64,500
159803,64,500
164884,64,500
170002,64,500
175066,64,500
180170,64,500
185277,64,500
190382,64,500
195486,64,500
200590,64,500
205698,64,500
210806,64,500
215924,64,500
221028,64,500
226147,64,500
231246,64,500
236349,64,500
241453,64,500
246562,64,500
251670,64,500
256774,64,500
261879,64,500
266980,64,500
272101,64,500
277223,64,500
282327,64,500
287451,64,500
292556,64,500
297662,64,500
302781,64,500
307856,64,500
312961,64,500
318071,64,500
323150,64,500
328270,64,500
333384,64,500
338487,64,500
343550,64,500
348611,64,500
353671,64,500
358786,64,500
363847,64,500
368953,64,500
374077,64,500
379141,64,500
384245,64,500
389347,64,500
394453,64,500
399551,64,500
404648,64,500
409711,64,500
414771,64,500
419869,64,500
424949,64,500
430073,64,500
435163,64,500
440283,64,500
445392,64,500
450491,64,500
455596,64,500
460696,64,500
465790,64,500
470899,64,500
475960,64,500
481065,64,500
486168,64,500
491265,64,500
496326,64,500
501386,64,500
506445,64,500
511534,64,500
516597,64,500
521657,64,500
526717,64,500
531823,64,500
536926,64,500
541990,64,500
547050,64,500
552150,64,500
557213,64,500
562275,64,500
567335,64,500
572397,64,500
577458,64,500
582523,64,500
587635,64,500
592745,64,500
597850,64,500
602957,64,500
608075,64,500
613178,64,500
618240,64,500
623300,64,500
628360,64,500
633434,64,500
638546,64,500
643608,64,500
648720,64,500
653823,64,500
658888,64,500
664006,64,500
669124,64,500
674186,64,500
679290,64,500
684392,64,500
689509,64,500
694617,64,500
699723,64,500
704786,64,500
709903,64,500
714924,64,500
719985,64,500
725045,64,500
730148,64,500
735213,64,500
740273,64,500
745333,64,500
750435,64,500
755512,64,500
760574,64,500
765677,64,500
770722,64,500
775783,64,500
780885,64,500
785947,64,500
791007,64,500
796068,64,500
801170,64,500
806274,64,500
811377,64,500
816496,64,500
821559,64,500
826620,64,500
831735,64,500
836838,64,500
841942,64,500
846967,64,500
852068,64,500
857175,64,500
862239,64,500
867353,64,500
872469,64,500
877532,64,500
882635,64,500
887737,64,500
892842,64,500
897905,64,500
902979,64,500
908041,64,500
913101,64,500
918205,64,500
923307,64,500
928410,64,500
933517,64,500
938577,64,500
943638,64,500
948741,64,500
953845,64,500
958907,64,500
963968,64,500
969028,64,500
974091,64,500
979194,64,500
984313,64,500
989419,64,500
994524,64,500
999587,64,500
1004648,64,500
1009707,64,500
1014809,64,500
1019905,64,500
1025047,64,500
1030199,64,500
1035277,64,500
1040391,64,500
1045486,64,500
1050628,64,500
1055773,64,500
1060831,64,500
1065934,64,500
1070991,64,500
1076090,64,500
1081195,64,500
1086254,64,500
1091312,64,500
1096379,64,500
1101480,64,500
1106619,64,500
1111720,64,500
1116824,64,500
1121930,64,500
1126973,64,500
1132111,64,500
1137217,64,500
1142329,64,500
1147440,64,500
1152581,64,500
1157688,64,500
1162779,64,500
1167848,64,500
1172962,64,500
1178029,64,500
1183099,64,500
1188171,64,500
1193238,64,500
1198346,64,500
1203453,64,500
1208594,64,500
1213657,64,500
1218730,64,500
1223834,64,500
1228946,64,500
1234053,64,500
1239121,64,500
1244228,64,500
1249337,64,500
1254446,64,500
1259602,64,500
1264670,64,500
1269776,64,500
1274881,64,500
1280006,64,500
1285110,64,500
1290176,64,500
1295268,64,500
1300415,64,500
1305529,64,500
1310688,64,500
1315779,64,500
1320849,64,500
1325956,64,500
1331062,64,500
1336168,64,500
1341278,64,500
1346385,64,500
1351526,64,500
1356589,64,500
1361654,64,500
1366760,64,500
1371827,64,500
1376933,64,500
1382072,64,500
1387135,64,500
1392241,64,500
1397350,64,500
1402460,64,500
1407566,64,500
1412630,64,500
1417693,64,500
1422758,64,500
1427822,64,500
1432955,64,500
1438019,64,500
1443088,64,500
1448198,64,500
1453305,64,500
1458368,64,500
1463432,64,500
1468550,64,500
1473613,64,500
1478719,64,500
1483786,64,500
1488892,64,500
1494006,64,500
1499069,64,500
1504178,64,500
1509286,64,500
1514349,64,500
1519459,64,500
1524604,64,500
1529671,64,500
1534777,64,500
1539871,64,500
1544977,64,500
1550076,64,500
1555136,64,500
1560241,64,500
1565301,64,500
1570360,64,500
1575461,64,500
1580564,64,500
1585666,64,500
1590727,64,500
1595849,64,500
1600952,64,500
1606047,64,500
1611144,64,500
1616245,64,500
1621306,64,500
1626410,64,500
1631513,64,500
1636611,64,500
1641709,64,500
1646772,64,500
1651884,64,500
1656986,64,500
1662090,64,500
1667184,64,500
1672287,64,500
1677391,64,500
1682494,64,500
1687594,64,500
1692693,64,500
1697791,64,500
1702857,64,500
1707962,64,500
1713059,64,500
1718158,64,500
1723248,64,500
1728311,64,500
1733408,64,500
1738515,64,500
1743620,64,500
1748719,64,500
1753816,64,500
1758919,64,500
1764028,64,500
1769133,64,500
1774238,64,500
1779343,64,500
1784458,64,500
1789573,64,500
1794681,64,500
1799787,64,500
1804892,64,500
1810012,64,500
1815110,64,500
1820209,64,500
1825312,64,500
1830414,64,500
1835474,64,500
1840576,64,500
1845679,64,500
1850752,64,500
1855868,64,500
1860969,64,500
1866087,64,500
1871157,64,500
1876256,64,500
1881356,64,500
1886453,64,500
1891514,64,500
1896613,64,500
1901717,64,500
1906823,64,500
1911928,64,500
1916991,64,500
1922109,64,500
1927211,64,500
1932314,64,500
1937413,64,500
1942511,64,500
1947632,64,500
1952731,64,500
1957793,64,500
1962898,64,500
1968003,64,500
1973066,64,500
1978164,64,500
1983267,64,500
1988329,64,500
1993432,64,500
1998535,64,500
2003637,64,500
2008745,64,500
2013843,64,500
2018927,64,500
2024024,64,500
2029086,64,500
2034191,64,500
2039289,64,500
2044392,64,500
2049490,64,500
2054554,64,500
2059615,64,500
2064676,64,500
2069740,64,500
2074803,64,500
2079919,64,500
2084982,64,500
2090046,64,500
2095109,64,500
2100172,64,500
2105234,64,500
2110296,64,500
2115361,64,500
2120423,64,500
2125488,64,500
2130550,64,500
2135612,64,500
2140676,64,500
2145740,64,500
2150801,64,500
2155864,64,500
2160924,64,500
2165988,64,500
2171049,64,500
2176109,64,500
2181218,64,500
2186282,64,500
2191346,64,500
2196407,64,500
2201469,64,500
2206531,64,500
2211597,64,500
2216658,64,500
2221719,64,500
2226802,64,500
2231912,64,500
2236975,64,500
2242038,64,500
2247104,64,500
2252224,64,500
2257289,64,500
2262350,64,500
2267410,64,500
2272470,64,500
2277533,64,500
2282601,64,500
2287664,64,500
2292724,64,500
2297788,64,500
2302852,64,500
2307916,64,500
2312978,64,500
2318037,64,500
2323097,64,500
2328165,64,500
2333231,64,500
2338298,64,500
2343359,64,500
2348423,64,500
2353526,64,500
2358592,64,500
2363659,64,500
2368724,64,500
2373787,64,500
2378848,64,500
2383914,64,500
2388986,64,500
2394048,64,500
2399108,64,500
2404213,64,500
2409278,64,500
2414333,64,500
2419396,64,500
2424457,64,500
2429518,64,500
2434583,64,500
2439645,64,500
2444705,64,500
2449765,64,500
2454828,64,500
2459889,64,500
2464996,64,500
2470062,64,500
2475118,64,500
