time,numworkers,streamsize
2480181,64,500
2485243,64,500
2490304,64,500
2495368,64,500
2500433,64,500
2505497,64,500
2510561,64,500
2515624,64,500
2520684,64,500
2525747,64,500
2530844,64,500
2535962,64,500
2541072,64,500
