servicetime,time,numworkers,streamsize
8.85,26,4,5000
7.85,32,4,5000
7.27857,37,4,5000
6.90357,42,4,5000
6.6369,47,4,5000
6.4369,52,4,5000
6.28106,57,4,5000
6.17689,62,4,5000
6.09356,67,4,5000
6.0257,72,4,5000
5.96964,77,4,5000
5.90193,83,4,5000
5.84311,88,4,5000
5.79152,93,4,5000
5.74591,98,4,5000
5.70528,103,4,5000
5.66887,108,4,5000
5.64741,113,4,5000
5.62853,118,4,5000
5.61186,123,4,5000
5.5971,128,4,5000
5.57262,134,4,5000
5.55008,139,4,5000
5.52925,144,4,5000
5.50993,149,4,5000
5.49199,154,4,5000
5.47526,159,4,5000
5.46745,164,4,5000
5.46039,169,4,5000
5.45402,174,4,5000
5.44826,179,4,5000
5.43524,185,4,5000
5.42295,190,4,5000
5.41135,195,4,5000
5.40036,200,4,5000
5.38994,205,4,5000
5.38005,210,4,5000
5.37065,215,4,5000
5.36752,220,4,5000
5.36468,225,4,5000
5.36211,230,4,5000
5.35978,235,4,5000
5.35186,241,4,5000
5.34429,246,4,5000
5.33703,251,4,5000
5.33007,256,4,5000
5.3234,261,4,5000
5.31699,266,4,5000
5.31554,271,4,5000
5.31425,276,4,5000
5.31309,281,4,5000
5.31206,286,4,5000
5.30643,292,4,5000
5.22773,297,4,5000
5.15045,302,4,5000
5.07456,307,4,5000
5,312,4,5000
5,317,4,5000
5,322,4,5000
5,327,4,5000
5,332,4,5000
5,337,4,5000
5,343,4,5000
5.02273,348,4,5000
5.04356,353,4,5000
5.06279,358,4,5000
5.08065,363,4,5000
5.07459,368,4,5000
5.06938,373,4,5000
5.06485,378,4,5000
5.06089,383,4,5000
5.05738,389,4,5000
5.05425,394,4,5000
5.05145,399,4,5000
5.04893,404,4,5000
5.05751,409,4,5000
5.06584,414,4,5000
5.07394,419,4,5000
5.0818,424,4,5000
5.07858,429,4,5000
5.07561,434,4,5000
5.07285,439,4,5000
5.07028,444,4,5000
5.06789,449,4,5000
5.06566,454,4,5000
5.06357,459,4,5000
5.06161,465,4,5000
5.05977,470,4,5000
5.05803,475,4,5000
5.06315,480,4,5000
5.06818,485,4,5000
5.07313,490,4,5000
5.07799,495,4,5000
5.07601,500,4,5000
5.07413,505,4,5000
5.07234,510,4,5000
5.07064,515,4,5000
5.06901,520,4,5000
5.06746,525,4,5000
5.06597,530,4,5000
5.06455,536,4,5000
5.06319,541,4,5000
5.06189,546,4,5000
5.06554,551,4,5000
5.06914,556,4,5000
5.07271,561,4,5000
5.07623,566,4,5000
5.0748,571,4,5000
5.07343,576,4,5000
5.0721,581,4,5000
5.07082,586,4,5000
5.06959,591,4,5000
5.0684,596,4,5000
5.05086,601,4,5000
5.03362,607,4,5000
5.01667,612,4,5000
5,617,4,5000
5,622,4,5000
5,627,4,5000
5,632,4,5000
5,637,4,5000
5,642,4,5000
5,647,4,5000
5,652,4,5000
5,657,4,5000
5,662,4,5000
5,667,4,5000
5.01667,672,4,5000
5.03229,678,4,5000
5.047,683,4,5000
5.06089,688,4,5000
5.05738,693,4,5000
5.05425,698,4,5000
5.05145,703,4,5000
5.04893,708,4,5000
5.04664,713,4,5000
5.04455,718,4,5000
5.04265,723,4,5000
5.0409,728,4,5000
5.03929,733,4,5000
5.04673,738,4,5000
5.05397,743,4,5000
5.06102,748,4,5000
5.06789,754,4,5000
5.06566,759,4,5000
5.06357,764,4,5000
5.06161,769,4,5000
5.05977,774,4,5000
5.05803,779,4,5000
5.05639,784,4,5000
5.05485,789,4,5000
5.05338,794,4,5000
5.05199,799,4,5000
5.05067,804,4,5000
5.04942,809,4,5000
5.04823,814,4,5000
5.05277,820,4,5000
5.05724,825,4,5000
5.06164,830,4,5000
5.06597,835,4,5000
5.06455,840,4,5000
5.06319,845,4,5000
5.06189,850,4,5000
5.06064,855,4,5000
5.05944,860,4,5000
5.05828,865,4,5000
5.05717,870,4,5000
5.0561,875,4,5000
5.05507,880,4,5000
5.05846,885,4,5000
5.06181,890,4,5000
5.06513,895,4,5000
5.0684,901,4,5000
5.05086,906,4,5000
5.03362,911,4,5000
5.01667,916,4,5000
5,921,4,5000
5,926,4,5000
5,931,4,5000
5,937,4,5000
5,942,4,5000
5,947,4,5000
5,952,4,5000
5,957,4,5000
5,962,4,5000
5,967,4,5000
5.01786,972,4,5000
5.03452,977,4,5000
5.05015,982,4,5000
5.06485,987,4,5000
5.06089,992,4,5000
5.05738,997,4,5000
5.05425,1003,4,5000
5.05145,1008,4,5000
5.04893,1013,4,5000
5.04664,1018,4,5000
5.04455,1023,4,5000
5.04265,1028,4,5000
5.0409,1033,4,5000
5.03929,1038,4,5000
5.04673,1043,4,5000
5.05397,1048,4,5000
5.06102,1053,4,5000
5.06789,1058,4,5000
5.06566,1063,4,5000
5.06357,1068,4,5000
5.06161,1073,4,5000
5.05977,1079,4,5000
5.05803,1084,4,5000
5.05639,1089,4,5000
5.05485,1094,4,5000
5.05338,1099,4,5000
5.05199,1104,4,5000
5.05067,1109,4,5000
5.04942,1114,4,5000
5.05404,1119,4,5000
5.05859,1124,4,5000
5.06306,1129,4,5000
5.06746,1134,4,5000
5.06597,1139,4,5000
5.06455,1144,4,5000
5.06319,1150,4,5000
5.06189,1155,4,5000
5.06064,1160,4,5000
5.05944,1165,4,5000
5.05828,1170,4,5000
5.05717,1175,4,5000
5.0561,1180,4,5000
5.05507,1185,4,5000
5.05846,1190,4,5000
5.06181,1195,4,5000
5.06513,1200,4,5000
5.0684,1205,4,5000
5.05086,1210,4,5000
5.03362,1215,4,5000
5.01667,1221,4,5000
5,1226,4,5000
5,1231,4,5000
5,1236,4,5000
5,1241,4,5000
5,1246,4,5000
5,1251,4,5000
5,1256,4,5000
5,1261,4,5000
5,1266,4,5000
5,1271,4,5000
5,1276,4,5000
5.01667,1281,4,5000
5.03229,1286,4,5000
5.047,1292,4,5000
5.06089,1297,4,5000
5.05738,1302,4,5000
5.05425,1307,4,5000
5.05145,1312,4,5000
5.04893,1317,4,5000
5.04664,1322,4,5000
5.04455,1327,4,5000
5.04265,1332,4,5000
5.0409,1337,4,5000
5.03929,1342,4,5000
5.0378,1347,4,5000
5.04504,1352,4,5000
5.0521,1357,4,5000
5.05897,1363,4,5000
5.06566,1368,4,5000
5.06357,1373,4,5000
5.06161,1378,4,5000
5.05977,1383,4,5000
5.05803,1388,4,5000
5.05639,1393,4,5000
5.05485,1398,4,5000
5.05338,1403,4,5000
5.05199,1408,4,5000
5.05067,1413,4,5000
5.04942,1418,4,5000
5.04823,1423,4,5000
5.05277,1428,4,5000
5.05724,1433,4,5000
5.06164,1439,4,5000
5.06597,1444,4,5000
5.06455,1449,4,5000
5.06319,1454,4,5000
5.06189,1459,4,5000
5.06064,1464,4,5000
5.05944,1469,4,5000
5.05828,1474,4,5000
5.05717,1479,4,5000
5.0561,1484,4,5000
5.05507,1489,4,5000
5.05408,1494,4,5000
5.05743,1499,4,5000
5.06074,1504,4,5000
5.06402,1510,4,5000
5.05086,1515,4,5000
5.03362,1520,4,5000
5.01667,1525,4,5000
5,1530,4,5000
5,1535,4,5000
5,1540,4,5000
5,1545,4,5000
5,1550,4,5000
5,1555,4,5000
5,1560,4,5000
5,1565,4,5000
5,1570,4,5000
5,1575,4,5000
5,1581,4,5000
5.01667,1586,4,5000
5.03229,1591,4,5000
5.047,1596,4,5000
5.06089,1601,4,5000
5.05738,1606,4,5000
5.05425,1611,4,5000
5.05145,1616,4,5000
5.04893,1621,4,5000
5.04664,1626,4,5000
5.04455,1631,4,5000
5.04265,1636,4,5000
5.0409,1641,4,5000
5.03929,1646,4,5000
5.0378,1651,4,5000
5.03642,1657,4,5000
5.04348,1662,4,5000
5.05034,1667,4,5000
5.05704,1672,4,5000
5.06357,1677,4,5000
5.06161,1682,4,5000
5.05977,1687,4,5000
5.05803,1692,4,5000
5.05639,1697,4,5000
5.05485,1702,4,5000
5.05338,1707,4,5000
5.05199,1712,4,5000
5.05067,1717,4,5000
5.04942,1722,4,5000
5.04823,1727,4,5000
5.05277,1733,4,5000
5.05724,1738,4,5000
5.06164,1743,4,5000
5.06597,1748,4,5000
5.06455,1753,4,5000
5.06319,1758,4,5000
5.06189,1763,4,5000
5.06064,1768,4,5000
5.05944,1773,4,5000
5.05828,1778,4,5000
5.05717,1783,4,5000
5.0561,1788,4,5000
5.05507,1793,4,5000
5.05408,1798,4,5000
5.05743,1804,4,5000
5.06074,1809,4,5000
5.06402,1814,4,5000
5.05086,1819,4,5000
5.03362,1824,4,5000
5.01667,1829,4,5000
5,1834,4,5000
5,1839,4,5000
5,1844,4,5000
5,1849,4,5000
5,1854,4,5000
5,1859,4,5000
5,1864,4,5000
5,1869,4,5000
5,1875,4,5000
5,1880,4,5000
5,1885,4,5000
5.01667,1890,4,5000
5.03229,1895,4,5000
5.047,1900,4,5000
5.06089,1905,4,5000
5.05738,1910,4,5000
5.05425,1915,4,5000
5.05145,1920,4,5000
5.04893,1925,4,5000
5.04664,1930,4,5000
5.04455,1935,4,5000
5.04265,1940,4,5000
5.0409,1946,4,5000
5.03929,1951,4,5000
5.0378,1956,4,5000
5.04504,1961,4,5000
5.0521,1966,4,5000
5.05897,1971,4,5000
5.06566,1976,4,5000
5.06357,1981,4,5000
5.06161,1986,4,5000
5.05977,1991,4,5000
5.05803,1996,4,5000
5.05639,2001,4,5000
5.05485,2006,4,5000
5.05338,2011,4,5000
5.05199,2017,4,5000
5.05067,2022,4,5000
5.04942,2027,4,5000
5.05404,2032,4,5000
5.05859,2037,4,5000
5.06306,2042,4,5000
5.06746,2047,4,5000
5.06597,2052,4,5000
5.06455,2057,4,5000
5.06319,2062,4,5000
