servicetime,time,numworkers,streamsize
5.23789,1372,500,300
5.23838,1377,500,300
5.24622,1383,500,300
5.24622,1388,500,300
5.24642,1393,500,300
5.25339,1399,500,300
5.2532,1404,500,300
5.2532,1409,500,300
5.25947,1415,500,300
5.25915,1420,500,300
5.259,1425,500,300
5.26468,1431,500,300
5.26428,1436,500,300
5.26402,1441,500,300
5.26921,1447,500,300
5.26874,1452,500,300
5.2684,1457,500,300
5.26818,1462,500,300
5.26276,1468,500,300
5.25755,1472,500,300
5.25255,1478,500,300
5.25236,1483,500,300
5.25227,1488,500,300
5.25674,1494,500,300
5.2612,1499,500,300
5.19639,1504,500,300
5.13275,1510,500,300
5.06579,1515,500,300
5.0625,1520,500,300
5.1125,1525,500,300
5.15417,1531,500,300
5.2256,1536,500,300
5.2256,1541,500,300
5.23115,1547,500,300
5.26448,1552,500,300
5.26124,1558,500,300
5.26124,1563,500,300
5.2826,1568,500,300
5.27903,1574,500,300
5.27752,1579,500,300
5.29314,1584,500,300
5.28975,1589,500,300
5.28777,1595,500,300
5.30005,1600,500,300
5.29692,1605,500,300
