time,numworkers,streamsize
759726,16,500
764786,16,500
769847,16,500
774951,16,500
780015,16,500
785121,16,500
790219,16,500
795321,16,500
800381,16,500
805484,16,500
810591,16,500
815694,16,500
820756,16,500
825873,16,500
830935,16,500
835995,16,500
841099,16,500
846197,16,500
851300,16,500
856361,16,500
861421,16,500
866482,16,500
871542,16,500
876659,16,500
881724,16,500
886787,16,500
891891,16,500
896952,16,500
902013,16,500
907073,16,500
912133,16,500
917239,16,500
922315,16,500
927420,16,500
932525,16,500
937587,16,500
942648,16,500
947709,16,500
952772,16,500
957833,16,500
962895,16,500
968002,16,500
973065,16,500
978125,16,500
983225,16,500
988328,16,500
993389,16,500
998449,16,500
1003555,16,500
1008664,16,500
1013770,16,500
1018831,16,500
1023891,16,500
1028952,16,500
1034026,16,500
1039138,16,500
1044236,16,500
1049384,16,500
1054487,16,500
1059550,16,500
1064657,16,500
1069756,16,500
1074873,16,500
1079972,16,500
1085059,16,500
1090121,16,500
1095254,16,500
1100315,16,500
1105414,16,500
1110513,16,500
1115611,16,500
1120709,16,500
1125809,16,500
1130916,16,500
1135984,16,500
1141052,16,500
1146119,16,500
1151223,16,500
1156324,16,500
1161426,16,500
1166516,16,500
1171619,16,500
1176720,16,500
1181785,16,500
1186893,16,500
1192002,16,500
1197110,16,500
1202172,16,500
1207274,16,500
1212407,16,500
1217475,16,500
1222579,16,500
1227685,16,500
1232831,16,500
1237980,16,500
1243082,16,500
1248223,16,500
1253326,16,500
1258432,16,500
1263495,16,500
1268633,16,500
1273731,16,500
1278869,16,500
1283972,16,500
1289035,16,500
1294098,16,500
1299173,16,500
1304238,16,500
1309356,16,500
1314459,16,500
1319578,16,500
1324682,16,500
1329821,16,500
1334923,16,500
1340026,16,500
1345091,16,500
1350225,16,500
1355327,16,500
1360435,16,500
1365537,16,500
1370639,16,500
1375778,16,500
1380847,16,500
1385958,16,500
1391064,16,500
1396175,16,500
1401287,16,500
1406399,16,500
1411511,16,500
1416626,16,500
1421738,16,500
1426849,16,500
1431961,16,500
1437026,16,500
1442098,16,500
1447210,16,500
1452324,16,500
1457436,16,500
1462548,16,500
1467623,16,500
1472738,16,500
1477863,16,500
1482984,16,500
1488054,16,500
1493132,16,500
1498236,16,500
1503355,16,500
1508476,16,500
1513596,16,500
1518717,16,500
1523839,16,500
1528962,16,500
1534084,16,500
1539205,16,500
1544325,16,500
1549406,16,500
1554528,16,500
1559646,16,500
1564768,16,500
1569857,16,500
1574977,16,500
1580096,16,500
1585218,16,500
1590338,16,500
1595457,16,500
1600579,16,500
1605701,16,500
1610822,16,500
1615944,16,500
1621019,16,500
1626093,16,500
1631163,16,500
1636265,16,500
1641366,16,500
1646469,16,500
1651572,16,500
1656672,16,500
1661775,16,500
1666881,16,500
1671981,16,500
1677081,16,500
1682183,16,500
1687283,16,500
1692384,16,500
1697488,16,500
1702553,16,500
1707654,16,500
1712718,16,500
1717835,16,500
1722939,16,500
1728046,16,500
1733163,16,500
1738267,16,500
1743371,16,500
1748488,16,500
1753592,16,500
1758694,16,500
1763810,16,500
1768912,16,500
1774031,16,500
1779133,16,500
1784196,16,500
1789313,16,500
1794426,16,500
1799544,16,500
1804662,16,500
1809766,16,500
1814866,16,500
1819963,16,500
1825066,16,500
1830158,16,500
1835256,16,500
1840321,16,500
1845424,16,500
1850530,16,500
1855628,16,500
1860727,16,500
1865791,16,500
1870892,16,500
1876008,16,500
1881115,16,500
1886210,16,500
1891308,16,500
1896412,16,500
1901511,16,500
1906609,16,500
1911708,16,500
1916806,16,500
1921868,16,500
1926967,16,500
1932066,16,500
1937168,16,500
1942269,16,500
1947332,16,500
1952436,16,500
1957538,16,500
1962643,16,500
1967761,16,500
1972860,16,500
1978004,16,500
1983107,16,500
1988210,16,500
1993308,16,500
1998406,16,500
2003506,16,500
2008606,16,500
2013703,16,500
2018802,16,500
2023863,16,500
2028926,16,500
2034061,16,500
2039165,16,500
2044267,16,500
2049383,16,500
2054501,16,500
2059566,16,500
2064628,16,500
2069691,16,500
2074754,16,500
2079816,16,500
2084907,16,500
2089970,16,500
2095074,16,500
2100138,16,500
2105200,16,500
2110316,16,500
2115381,16,500
2120443,16,500
2125505,16,500
2130568,16,500
2135634,16,500
2140695,16,500
2145754,16,500
2150813,16,500
2155877,16,500
2160942,16,500
2166002,16,500
2171066,16,500
2176126,16,500
2181192,16,500
2186256,16,500
2191370,16,500
2196435,16,500
2201498,16,500
2206562,16,500
2211672,16,500
2216738,16,500
2221803,16,500
2226864,16,500
2231930,16,500
2236998,16,500
2242062,16,500
2247122,16,500
2252187,16,500
2257293,16,500
2262358,16,500
2267420,16,500
2272481,16,500
2277545,16,500
2282610,16,500
2287672,16,500
2292776,16,500
2297841,16,500
2302904,16,500
2307964,16,500
2313029,16,500
2318091,16,500
2323155,16,500
2328217,16,500
2333323,16,500
2338429,16,500
2343492,16,500
2348552,16,500
2353659,16,500
2358724,16,500
2363845,16,500
2368910,16,500
2373961,16,500
2379026,16,500
2384088,16,500
2389159,16,500
2394222,16,500
2399285,16,500
2404347,16,500
2409409,16,500
2414471,16,500
2419597,16,500
2424661,16,500
2429724,16,500
2434787,16,500
2439847,16,500
2444905,16,500
2449970,16,500
2455035,16,500
2460097,16,500
2465159,16,500
2470256,16,500
2475321,16,500
2480385,16,500
2485446,16,500
2490514,16,500
2495579,16,500
2500640,16,500
2505700,16,500
2510762,16,500
2515820,16,500
2520886,16,500
2525914,16,500
2530974,16,500
2536039,16,500
2541102,16,500
