servicetime,time,numworkers,streamsize
40,40,500,300
22.5,45,500,300
17,51,500,300
14,56,500,300
12.2,61,500,300
11,66,500,300
10.1429,71,500,300
9.5,76,500,300
9.11111,82,500,300
8.7,87,500,300
8.36364,92,500,300
8.16667,98,500,300
7.92308,103,500,300
7.71429,108,500,300
7.6,114,500,300
7.4375,119,500,300
7.29412,124,500,300
7.16667,129,500,300
7.05263,134,500,300
7,140,500,300
6.90476,145,500,300
6.81818,150,500,300
6.78261,156,500,300
6.70833,161,500,300
6.64,166,500,300
6.57692,171,500,300
6.51852,176,500,300
6.5,182,500,300
6.44828,187,500,300
6.4,192,500,300
6.3871,198,500,300
6.34375,203,500,300
6.30303,208,500,300
6.29412,214,500,300
6.25714,219,500,300
6.22222,224,500,300
6.21622,230,500,300
6.18421,235,500,300
6.15385,240,500,300
6.125,245,500,300
6.12195,251,500,300
6.09524,256,500,300
6.06977,261,500,300
6.06818,267,500,300
6.04444,272,500,300
6.02174,277,500,300
6,282,500,300
6,288,500,300
5.97959,293,500,300
5.96,298,500,300
5.96078,304,500,300
5,309,500,300
5,314,500,300
5,320,500,300
5.25,325,500,300
5.2,330,500,300
5.16667,335,500,300
5.14286,341,500,300
5.25,346,500,300
5.22222,351,500,300
5.2,357,500,300
5.27273,362,500,300
5.25,367,500,300
5.23077,373,500,300
5.28571,378,500,300
5.26667,383,500,300
5.25,389,500,300
5.29412,394,500,300
5.27778,399,500,300
5.26316,405,500,300
5.3,410,500,300
5.28571,415,500,300
5.27273,421,500,300
5.30435,426,500,300
5.29167,431,500,300
5.28,437,500,300
5.30769,442,500,300
5.2963,447,500,300
5.28571,452,500,300
5.27586,458,500,300
5.3,463,500,300
5.29032,469,500,300
5.3125,474,500,300
5.30303,479,500,300
5.29412,485,500,300
5.28571,490,500,300
5.30556,495,500,300
5.2973,500,500,300
5.28947,506,500,300
5.30769,511,500,300
5.3,516,500,300
5.29268,522,500,300
5.30952,527,500,300
5.30233,532,500,300
5.29545,538,500,300
5.31111,543,500,300
5.30435,548,500,300
5.29787,554,500,300
5.3125,559,500,300
5.30612,564,500,300
5.3,570,500,300
5.31373,575,500,300
5.30769,580,500,300
5.30189,586,500,300
5.31481,591,500,300
5.30909,596,500,300
5.30357,602,500,300
5.29825,607,500,300
5,612,500,300
5,617,500,300
5,623,500,300
5.25,628,500,300
5.2,633,500,300
5.16667,638,500,300
5.14286,644,500,300
5.25,649,500,300
5.22222,654,500,300
5.2,659,500,300
5.27273,665,500,300
5.25,670,500,300
5.23077,675,500,300
5.28571,681,500,300
5.26667,686,500,300
5.25,691,500,300
5.29412,697,500,300
5.27778,702,500,300
5.26316,707,500,300
5.25,713,500,300
5.28571,718,500,300
5.27273,723,500,300
5.26087,729,500,300
5.29167,734,500,300
5.28,739,500,300
5.26923,745,500,300
5.2963,750,500,300
5.28571,755,500,300
5.27586,761,500,300
5.3,766,500,300
5.29032,771,500,300
5.28125,777,500,300
5.30303,782,500,300
5.29412,787,500,300
5.28571,792,500,300
5.27778,798,500,300
5.27027,802,500,300
5.28947,808,500,300
5.28205,813,500,300
5.275,818,500,300
5.29268,824,500,300
5.28571,829,500,300
5.27907,834,500,300
5.27273,839,500,300
5.28889,845,500,300
5.28261,850,500,300
5.2766,855,500,300
5.27083,860,500,300
5.28571,866,500,300
5.28,871,500,300
5.27451,876,500,300
5.26923,881,500,300
5.26415,886,500,300
5.27778,892,500,300
5.27273,897,500,300
5.26786,902,500,300
5.26316,907,500,300
5,913,500,300
5,918,500,300
5,923,500,300
5.25,929,500,300
5.2,934,500,300
5.16667,939,500,300
5.14286,944,500,300
5.25,950,500,300
5.22222,955,500,300
5.2,960,500,300
5.27273,966,500,300
5.25,971,500,300
5.23077,976,500,300
5.21429,981,500,300
5.26667,987,500,300
5.25,992,500,300
5.23529,997,500,300
5.22222,1002,500,300
5.21053,1007,500,300
5.2,1012,500,300
5.2381,1018,500,300
5.22727,1023,500,300
5.21739,1028,500,300
5.20833,1033,500,300
5.2,1038,500,300
5.19231,1043,500,300
5.22222,1049,500,300
5.21429,1054,500,300
5.2069,1059,500,300
5.2,1064,500,300
5.19355,1069,500,300
5.1875,1074,500,300
5.21212,1080,500,300
5.20588,1085,500,300
5.2,1090,500,300
5.19444,1095,500,300
5.18919,1100,500,300
5.18421,1105,500,300
5.20513,1111,500,300
5.2,1116,500,300
5.19512,1121,500,300
5.19048,1126,500,300
5.18605,1131,500,300
5.18182,1136,500,300
5.2,1141,500,300
5.19565,1147,500,300
5.19149,1152,500,300
5.1875,1157,500,300
5.18367,1162,500,300
5.18,1167,500,300
5.19608,1173,500,300
5.19231,1178,500,300
5.18868,1183,500,300
5.18519,1188,500,300
5.2,1193,500,300
5.19643,1199,500,300
5.19298,1204,500,300
5.18966,1209,500,300
5,1215,500,300
5,1220,500,300
5.33333,1225,500,300
5.25,1231,500,300
5.2,1236,500,300
5.33333,1242,500,300
5.28571,1246,500,300
5.25,1252,500,300
5.22222,1257,500,300
5.2,1262,500,300
5.18182,1267,500,300
5.16667,1272,500,300
5.15385,1277,500,300
5.14286,1282,500,300
5.2,1288,500,300
5.1875,1293,500,300
5.17647,1298,500,300
5.16667,1303,500,300
5.15789,1308,500,300
5.2,1314,500,300
5.19048,1319,500,300
5.22727,1324,500,300
5.21739,1330,500,300
5.20833,1335,500,300
5.2,1340,500,300
5.23077,1346,500,300
5.22222,1351,500,300
5.21429,1356,500,300
5.24138,1362,500,300
5.23333,1367,500,300
5.22581,1372,500,300
5.25,1378,500,300
5.24242,1383,500,300
5.23529,1388,500,300
5.25714,1394,500,300
5.25,1399,500,300
5.24324,1404,500,300
5.26316,1410,500,300
5.25641,1415,500,300
5.25,1420,500,300
5.26829,1426,500,300
5.2619,1431,500,300
5.25581,1436,500,300
5.27273,1442,500,300
5.26667,1447,500,300
5.26087,1452,500,300
5.2766,1458,500,300
5.27083,1462,500,300
5.26531,1468,500,300
5.26,1473,500,300
5.2549,1478,500,300
5.25,1483,500,300
5.24528,1488,500,300
5.25926,1494,500,300
5.25455,1499,500,300
5.26786,1505,500,300
5.26316,1510,500,300
5,1515,500,300
5,1521,500,300
5,1526,500,300
5.25,1531,500,300
5.2,1536,500,300
5.16667,1542,500,300
5.28571,1547,500,300
5.25,1552,500,300
5.22222,1558,500,300
5.3,1563,500,300
5.27273,1569,500,300
5.25,1574,500,300
5.30769,1579,500,300
5.28571,1585,500,300
5.26667,1590,500,300
5.3125,1595,500,300
5.29412,1600,500,300
5.27778,1606,500,300
5.31579,1611,500,300
5.3,1616,500,300
