throughput,time,numworkers,streamsize
0.115539,26,4,5000
0.128526,32,4,5000
0.137982,37,4,5000
0.145194,42,4,5000
0.150884,47,4,5000
0.155492,52,4,5000
0.159303,57,4,5000
0.161937,62,4,5000
0.16413,67,4,5000
0.165976,72,4,5000
0.167545,77,4,5000
0.16946,83,4,5000
0.17116,88,4,5000
0.172681,93,4,5000
0.174049,98,4,5000
0.175286,103,4,5000
0.17641,108,4,5000
0.177076,113,4,5000
0.177668,118,4,5000
0.178196,123,4,5000
0.178669,128,4,5000
0.179453,134,4,5000
0.180181,139,4,5000
0.180859,144,4,5000
0.181493,149,4,5000
0.182086,154,4,5000
0.182642,159,4,5000
0.182901,164,4,5000
0.183137,169,4,5000
0.183352,174,4,5000
0.183546,179,4,5000
0.183986,185,4,5000
0.184402,190,4,5000
0.184798,195,4,5000
0.185174,200,4,5000
0.185532,205,4,5000
0.185873,210,4,5000
0.186198,215,4,5000
0.186306,220,4,5000
0.186405,225,4,5000
0.186494,230,4,5000
0.186575,235,4,5000
0.186851,241,4,5000
0.187116,246,4,5000
0.187371,251,4,5000
0.187615,256,4,5000
0.18785,261,4,5000
0.188077,266,4,5000
0.188128,271,4,5000
0.188174,276,4,5000
0.188215,281,4,5000
0.188251,286,4,5000
0.188451,292,4,5000
0.191413,297,4,5000
0.194323,302,4,5000
0.197185,307,4,5000
0.2,312,4,5000
0.2,317,4,5000
0.2,322,4,5000
0.2,327,4,5000
0.2,332,4,5000
0.2,337,4,5000
0.2,343,4,5000
0.199107,348,4,5000
0.198287,353,4,5000
0.19753,358,4,5000
0.196826,363,4,5000
0.197061,368,4,5000
0.197263,373,4,5000
0.197439,378,4,5000
0.197594,383,4,5000
0.197731,389,4,5000
0.197853,394,4,5000
0.197963,399,4,5000
0.198062,404,4,5000
0.197728,409,4,5000
0.197403,414,4,5000
0.197088,419,4,5000
0.196781,424,4,5000
0.196905,429,4,5000
0.197021,434,4,5000
0.197128,439,4,5000
0.197228,444,4,5000
0.197321,449,4,5000
0.197408,454,4,5000
0.197489,459,4,5000
0.197566,465,4,5000
0.197638,470,4,5000
0.197705,475,4,5000
0.197506,480,4,5000
0.197311,485,4,5000
0.197118,490,4,5000
0.196928,495,4,5000
0.197005,500,4,5000
0.197078,505,4,5000
0.197148,510,4,5000
0.197214,515,4,5000
0.197277,520,4,5000
0.197338,525,4,5000
0.197395,530,4,5000
0.197451,536,4,5000
0.197504,541,4,5000
0.197555,546,4,5000
0.197413,551,4,5000
0.197272,556,4,5000
0.197134,561,4,5000
0.196997,566,4,5000
0.197052,571,4,5000
0.197106,576,4,5000
0.197157,581,4,5000
0.197207,586,4,5000
0.197255,591,4,5000
0.197301,596,4,5000
0.197993,601,4,5000
0.198673,607,4,5000
0.199342,612,4,5000
0.2,617,4,5000
0.2,622,4,5000
0.2,627,4,5000
0.2,632,4,5000
0.2,637,4,5000
0.2,642,4,5000
0.2,647,4,5000
0.2,652,4,5000
0.2,657,4,5000
0.2,662,4,5000
0.2,667,4,5000
0.199342,672,4,5000
0.198725,678,4,5000
0.198143,683,4,5000
0.197594,688,4,5000
0.197731,693,4,5000
0.197853,698,4,5000
0.197963,703,4,5000
0.198062,708,4,5000
0.198152,713,4,5000
0.198234,718,4,5000
0.198308,723,4,5000
0.198377,728,4,5000
0.198441,733,4,5000
0.19815,738,4,5000
0.197866,743,4,5000
0.19759,748,4,5000
0.197321,754,4,5000
0.197408,759,4,5000
0.197489,764,4,5000
0.197566,769,4,5000
0.197638,774,4,5000
0.197705,779,4,5000
0.197769,784,4,5000
0.19783,789,4,5000
0.197887,794,4,5000
0.197942,799,4,5000
0.197993,804,4,5000
0.198043,809,4,5000
0.198089,814,4,5000
0.197912,820,4,5000
0.197737,825,4,5000
0.197565,830,4,5000
0.197395,835,4,5000
0.197451,840,4,5000
0.197504,845,4,5000
0.197555,850,4,5000
0.197604,855,4,5000
0.197651,860,4,5000
0.197696,865,4,5000
0.197739,870,4,5000
0.197781,875,4,5000
0.197821,880,4,5000
0.197689,885,4,5000
0.197558,890,4,5000
0.197429,895,4,5000
0.197301,901,4,5000
0.197993,906,4,5000
0.198673,911,4,5000
0.199342,916,4,5000
0.2,921,4,5000
0.2,926,4,5000
0.2,931,4,5000
0.2,937,4,5000
0.2,942,4,5000
0.2,947,4,5000
0.2,952,4,5000
0.2,957,4,5000
0.2,962,4,5000
0.2,967,4,5000
0.199296,972,4,5000
0.198638,977,4,5000
0.198021,982,4,5000
0.197439,987,4,5000
0.197594,992,4,5000
0.197731,997,4,5000
0.197853,1003,4,5000
0.197963,1008,4,5000
0.198062,1013,4,5000
0.198152,1018,4,5000
0.198234,1023,4,5000
0.198308,1028,4,5000
0.198377,1033,4,5000
0.198441,1038,4,5000
0.19815,1043,4,5000
0.197866,1048,4,5000
0.19759,1053,4,5000
0.197321,1058,4,5000
0.197408,1063,4,5000
0.197489,1068,4,5000
0.197566,1073,4,5000
0.197638,1079,4,5000
0.197705,1084,4,5000
0.197769,1089,4,5000
0.19783,1094,4,5000
0.197887,1099,4,5000
0.197942,1104,4,5000
0.197993,1109,4,5000
0.198043,1114,4,5000
0.197862,1119,4,5000
0.197684,1124,4,5000
0.19751,1129,4,5000
0.197338,1134,4,5000
0.197395,1139,4,5000
0.197451,1144,4,5000
0.197504,1150,4,5000
0.197555,1155,4,5000
0.197604,1160,4,5000
0.197651,1165,4,5000
0.197696,1170,4,5000
0.197739,1175,4,5000
0.197781,1180,4,5000
0.197821,1185,4,5000
0.197689,1190,4,5000
0.197558,1195,4,5000
0.197429,1200,4,5000
0.197301,1205,4,5000
0.197993,1210,4,5000
0.198673,1215,4,5000
0.199342,1221,4,5000
0.2,1226,4,5000
0.2,1231,4,5000
0.2,1236,4,5000
0.2,1241,4,5000
0.2,1246,4,5000
0.2,1251,4,5000
0.2,1256,4,5000
0.2,1261,4,5000
0.2,1266,4,5000
0.2,1271,4,5000
0.2,1276,4,5000
0.199342,1281,4,5000
0.198725,1286,4,5000
0.198143,1292,4,5000
0.197594,1297,4,5000
0.197731,1302,4,5000
0.197853,1307,4,5000
0.197963,1312,4,5000
0.198062,1317,4,5000
0.198152,1322,4,5000
0.198234,1327,4,5000
0.198308,1332,4,5000
0.198377,1337,4,5000
0.198441,1342,4,5000
0.198499,1347,4,5000
0.198216,1352,4,5000
0.19794,1357,4,5000
0.19767,1363,4,5000
0.197408,1368,4,5000
0.197489,1373,4,5000
0.197566,1378,4,5000
0.197638,1383,4,5000
0.197705,1388,4,5000
0.197769,1393,4,5000
0.19783,1398,4,5000
0.197887,1403,4,5000
0.197942,1408,4,5000
0.197993,1413,4,5000
0.198043,1418,4,5000
0.198089,1423,4,5000
0.197912,1428,4,5000
0.197737,1433,4,5000
0.197565,1439,4,5000
0.197395,1444,4,5000
0.197451,1449,4,5000
0.197504,1454,4,5000
0.197555,1459,4,5000
0.197604,1464,4,5000
0.197651,1469,4,5000
0.197696,1474,4,5000
0.197739,1479,4,5000
0.197781,1484,4,5000
0.197821,1489,4,5000
0.19786,1494,4,5000
0.197729,1499,4,5000
0.1976,1504,4,5000
0.197472,1510,4,5000
0.197993,1515,4,5000
0.198673,1520,4,5000
0.199342,1525,4,5000
0.2,1530,4,5000
0.2,1535,4,5000
0.2,1540,4,5000
0.2,1545,4,5000
0.2,1550,4,5000
0.2,1555,4,5000
0.2,1560,4,5000
0.2,1565,4,5000
0.2,1570,4,5000
0.2,1575,4,5000
0.2,1581,4,5000
0.199342,1586,4,5000
0.198725,1591,4,5000
0.198143,1596,4,5000
0.197594,1601,4,5000
0.197731,1606,4,5000
0.197853,1611,4,5000
0.197963,1616,4,5000
0.198062,1621,4,5000
0.198152,1626,4,5000
0.198234,1631,4,5000
0.198308,1636,4,5000
0.198377,1641,4,5000
0.198441,1646,4,5000
0.198499,1651,4,5000
0.198554,1657,4,5000
0.198277,1662,4,5000
0.198008,1667,4,5000
0.197745,1672,4,5000
0.197489,1677,4,5000
0.197566,1682,4,5000
0.197638,1687,4,5000
0.197705,1692,4,5000
0.197769,1697,4,5000
0.19783,1702,4,5000
0.197887,1707,4,5000
0.197942,1712,4,5000
0.197993,1717,4,5000
0.198043,1722,4,5000
0.198089,1727,4,5000
0.197912,1733,4,5000
0.197737,1738,4,5000
0.197565,1743,4,5000
