throughput,time,numworkers,streamsize
0.111723,28,64,500
0.124867,33,64,500
0.133796,38,64,500
0.14053,43,64,500
0.145771,48,64,500
0.149949,53,64,500
0.15409,59,64,500
0.157594,64,64,500
0.160597,69,64,500
0.163202,74,64,500
0.165481,79,64,500
0.167494,84,64,500
0.169284,89,64,500
0.170887,94,64,500
0.17233,99,64,500
0.173636,104,64,500
0.174457,109,64,500
0.175188,114,64,500
0.17584,119,64,500
0.176425,124,64,500
0.177318,130,64,500
0.178146,135,64,500
0.178915,140,64,500
0.179632,145,64,500
0.180301,150,64,500
0.180928,155,64,500
0.181517,160,64,500
0.18207,165,64,500
0.182337,170,64,500
0.182582,175,64,500
0.182805,180,64,500
0.183009,185,64,500
0.183449,191,64,500
0.183866,196,64,500
0.184263,201,64,500
0.184641,206,64,500
0.185001,211,64,500
0.185345,216,64,500
0.185673,221,64,500
0.185791,226,64,500
0.185898,231,64,500
0.185997,236,64,500
0.186087,241,64,500
0.186366,247,64,500
0.186634,252,64,500
0.186892,257,64,500
0.18714,262,64,500
0.187379,267,64,500
0.187443,272,64,500
0.187501,277,64,500
0.187555,282,64,500
0.187603,287,64,500
0.187813,293,64,500
0.190938,298,64,500
0.19401,303,64,500
0.19703,308,64,500
0.2,313,64,500
0.2,318,64,500
0.2,323,64,500
0.2,328,64,500
0.2,333,64,500
0.2,339,64,500
0.2,344,64,500
0.199107,349,64,500
0.198287,354,64,500
0.19753,359,64,500
0.196826,364,64,500
0.197061,369,64,500
0.197263,374,64,500
0.197439,379,64,500
0.197594,384,64,500
0.197731,389,64,500
0.197853,395,64,500
0.197963,400,64,500
0.19762,405,64,500
0.197286,410,64,500
0.196961,415,64,500
0.196645,420,64,500
0.196781,425,64,500
0.196905,430,64,500
0.197021,435,64,500
0.197128,440,64,500
0.197228,446,64,500
0.197321,451,64,500
0.197408,456,64,500
0.197195,461,64,500
0.196986,466,64,500
0.19678,471,64,500
0.196578,476,64,500
0.196673,481,64,500
0.196763,486,64,500
0.196848,491,64,500
0.196928,496,64,500
0.197005,502,64,500
0.197078,507,64,500
0.197148,512,64,500
0.1953,521,64,500
0.19349,526,64,500
0.191715,531,64,500
0.189974,536,64,500
0.190179,545,64,500
0.190376,550,64,500
0.190565,555,64,500
0.190747,560,64,500
0.190922,565,64,500
0.191091,570,64,500
0.191253,576,64,500
0.19141,581,64,500
0.191561,586,64,500
0.191707,591,64,500
0.191689,596,64,500
0.19378,601,64,500
0.195835,606,64,500
0.197855,611,64,500
0.2,616,64,500
0.2,621,64,500
0.2,626,64,500
0.2,631,64,500
0.2,636,64,500
0.2,642,64,500
0.2,647,64,500
0.199107,652,64,500
0.198287,657,64,500
0.19753,662,64,500
0.196826,667,64,500
0.197061,672,64,500
0.197263,677,64,500
0.197439,682,64,500
0.197594,687,64,500
0.197731,692,64,500
0.197853,698,64,500
0.197963,703,64,500
0.19762,708,64,500
0.197286,713,64,500
0.196961,718,64,500
0.196645,723,64,500
0.196781,728,64,500
0.196905,733,64,500
0.197021,738,64,500
0.197128,743,64,500
0.197228,748,64,500
0.197321,754,64,500
0.197408,759,64,500
0.197489,764,64,500
0.197566,769,64,500
0.19736,774,64,500
0.197157,779,64,500
0.196958,784,64,500
0.196763,789,64,500
0.196848,794,64,500
0.196928,799,64,500
0.197005,804,64,500
0.197078,809,64,500
0.197148,814,64,500
0.197214,820,64,500
0.197277,825,64,500
0.197338,830,64,500
0.197189,835,64,500
0.197042,840,64,500
0.196897,845,64,500
0.196753,850,64,500
0.196818,855,64,500
0.19688,860,64,500
0.196939,865,64,500
0.196997,870,64,500
0.197052,875,64,500
0.197106,880,64,500
0.197157,886,64,500
0.197207,891,64,500
0.19709,896,64,500
0.197794,901,64,500
0.198486,906,64,500
0.199167,911,64,500
0.2,916,64,500
0.2,921,64,500
0.2,926,64,500
0.2,931,64,500
0.2,937,64,500
0.2,942,64,500
0.2,947,64,500
0.2,952,64,500
0.2,957,64,500
0.199242,962,64,500
0.198538,967,64,500
0.19788,972,64,500
